population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days)
UM-HET3,C2018,UM,m,UM84595,Control,0,,removed,False,389
UM-HET3,C2018,UM,m,UM84602,Control,0,,removed,False,389
UM-HET3,C2018,UM,m,UM84609,Control,0,,removed,False,389
UM-HET3,C2018,UT,f,UT11189,Control,0,,dead,True,852
UM-HET3,C2018,UT,f,UT11190,Control,0,,dead,True,826
UM-HET3,C2018,UT,f,UT11191,Control,0,,dead,True,811
UM-HET3,C2018,UT,f,UT11192,Control,0,,dead,True,888
UM-HET3,C2018,UT,f,UT11242,Control,0,,dead,True,709
UM-HET3,C2018,UT,f,UT11243,Control,0,,dead,True,816
UM-HET3,C2018,UT,f,UT11244,Control,0,,dead,True,712
UM-HET3,C2018,UT,f,UT11245,Control,0,,dead,True,775
UM-HET3,C2018,UT,f,UT11246,Control,0,,dead,True,1131
UM-HET3,C2018,UT,f,UT11247,Control,0,,dead,True,966
UM-HET3,C2018,UT,f,UT11248,Control,0,,dead,True,893
UM-HET3,C2018,UT,f,UT11249,Control,0,,dead,True,962
UM-HET3,C2018,UT,f,UT11270,Control,0,,dead,True,800
UM-HET3,C2018,UT,f,UT11271,Control,0,,dead,True,782
UM-HET3,C2018,UT,f,UT11272,Control,0,,dead,True,706
UM-HET3,C2018,UT,f,UT11273,Control,0,,dead,True,1006
UM-HET3,C2018,UT,f,UT11355,Control,0,,dead,True,734
UM-HET3,C2018,UT,f,UT11356,Control,0,,dead,True,673
UM-HET3,C2018,UT,f,UT11357,Control,0,,dead,True,890
UM-HET3,C2018,UT,f,UT11358,Control,0,,dead,True,1035
UM-HET3,C2018,UT,f,UT11362,Control,0,,dead,True,1101
UM-HET3,C2018,UT,f,UT11363,Control,0,,dead,True,1027
UM-HET3,C2018,UT,f,UT11364,Control,0,,dead,True,1127
UM-HET3,C2018,UT,f,UT11365,Control,0,,dead,True,928
UM-HET3,C2018,UT,f,UT11377,Control,0,,dead,True,1024
UM-HET3,C2018,UT,f,UT11378,Control,0,,dead,True,824
UM-HET3,C2018,UT,f,UT11379,Control,0,,dead,True,798
UM-HET3,C2018,UT,f,UT11380,Control,0,,dead,True,880
UM-HET3,C2018,UT,f,UT11422,Control,0,,dead,True,804
UM-HET3,C2018,UT,f,UT11423,Control,0,,dead,True,876
UM-HET3,C2018,UT,f,UT11424,Control,0,,dead,True,963
UM-HET3,C2018,UT,f,UT11425,Control,0,,dead,True,868
UM-HET3,C2018,UT,f,UT11447,Control,0,,dead,True,512
UM-HET3,C2018,UT,f,UT11448,Control,0,,dead,True,1076
UM-HET3,C2018,UT,f,UT11449,Control,0,,dead,True,941
UM-HET3,C2018,UT,f,UT11450,Control,0,,dead,True,808
UM-HET3,C2018,UT,f,UT11477,Control,0,,dead,True,825
UM-HET3,C2018,UT,f,UT11478,Control,0,,dead,True,954
UM-HET3,C2018,UT,f,UT11479,Control,0,,dead,True,656
UM-HET3,C2018,UT,f,UT11480,Control,0,,dead,True,994
UM-HET3,C2018,UT,f,UT11481,Control,0,,dead,True,901
UM-HET3,C2018,UT,f,UT11482,Control,0,,dead,True,827
UM-HET3,C2018,UT,f,UT11483,Control,0,,dead,True,945
UM-HET3,C2018,UT,f,UT11484,Control,0,,dead,True,969
UM-HET3,C2018,UT,f,UT11522,Control,0,,dead,True,881
UM-HET3,C2018,UT,f,UT11523,Control,0,,dead,True,668
UM-HET3,C2018,UT,f,UT11524,Control,0,,dead,True,1105
UM-HET3,C2018,UT,f,UT11525,Control,0,,dead,True,987
UM-HET3,C2018,UT,f,UT11597,Control,0,,dead,True,756
UM-HET3,C2018,UT,f,UT11598,Control,0,,dead,True,852
UM-HET3,C2018,UT,f,UT11599,Control,0,,dead,True,779
UM-HET3,C2018,UT,f,UT11600,Control,0,,removed,False,560
UM-HET3,C2018,UT,f,UT11620,Control,0,,dead,True,771
UM-HET3,C2018,UT,f,UT11621,Control,0,,dead,True,889
UM-HET3,C2018,UT,f,UT11622,Control,0,,dead,True,888
UM-HET3,C2018,UT,f,UT11623,Control,0,,dead,True,598
UM-HET3,C2018,UT,f,UT11627,Control,0,,dead,True,967
UM-HET3,C2018,UT,f,UT11628,Control,0,,dead,True,851
UM-HET3,C2018,UT,f,UT11629,Control,0,,dead,True,960
UM-HET3,C2018,UT,f,UT11630,Control,0,,dead,True,737
UM-HET3,C2018,UT,f,UT11682,Control,0,,removed,False,319
UM-HET3,C2018,UT,f,UT11683,Control,0,,dead,True,934
UM-HET3,C2018,UT,f,UT11684,Control,0,,dead,True,1038
UM-HET3,C2018,UT,f,UT11685,Control,0,,dead,True,813
UM-HET3,C2018,UT,f,UT11760,Control,0,,dead,True,907
UM-HET3,C2018,UT,f,UT11761,Control,0,,dead,True,1066
UM-HET3,C2018,UT,f,UT11762,Control,0,,dead,True,892
UM-HET3,C2018,UT,f,UT11763,Control,0,,dead,True,784
UM-HET3,C2018,UT,f,UT11774,Control,0,,dead,True,783
UM-HET3,C2018,UT,f,UT11775,Control,0,,dead,True,1068
UM-HET3,C2018,UT,f,UT11776,Control,0,,dead,True,983
UM-HET3,C2018,UT,f,UT11777,Control,0,,dead,True,1055
UM-HET3,C2018,UT,f,UT11782,Control,0,,dead,True,834
UM-HET3,C2018,UT,f,UT11783,Control,0,,dead,True,722
UM-HET3,C2018,UT,f,UT11784,Control,0,,dead,True,898
UM-HET3,C2018,UT,f,UT11785,Control,0,,dead,True,730
UM-HET3,C2018,UT,f,UT11832,Control,0,,dead,True,974
UM-HET3,C2018,UT,f,UT11833,Control,0,,dead,True,763
UM-HET3,C2018,UT,f,UT11834,Control,0,,dead,True,840
UM-HET3,C2018,UT,f,UT11835,Control,0,,dead,True,912
UM-HET3,C2018,UT,f,UT11859,Control,0,,dead,True,641
UM-HET3,C2018,UT,f,UT11860,Control,0,,dead,True,841
UM-HET3,C2018,UT,f,UT11861,Control,0,,dead,True,549
UM-HET3,C2018,UT,f,UT11862,Control,0,,dead,True,934
UM-HET3,C2018,UT,f,UT11897,Control,0,,dead,True,788
UM-HET3,C2018,UT,f,UT11898,Control,0,,dead,True,1009
UM-HET3,C2018,UT,f,UT11899,Control,0,,dead,True,897
UM-HET3,C2018,UT,f,UT11900,Control,0,,dead,True,698
UM-HET3,C2018,UT,f,UT11908,Control,0,,dead,True,1071
UM-HET3,C2018,UT,f,UT11909,Control,0,,dead,True,886
UM-HET3,C2018,UT,f,UT11910,Control,0,,dead,True,1219
UM-HET3,C2018,UT,f,UT11911,Control,0,,dead,True,898
UM-HET3,C2018,UT,f,UT11939,Control,0,,dead,True,935
UM-HET3,C2018,UT,f,UT11940,Control,0,,dead,True,837
UM-HET3,C2018,UT,f,UT11941,Control,0,,dead,True,1213
UM-HET3,C2018,UT,f,UT11942,Control,0,,dead,True,1167
UM-HET3,C2018,UT,m,UT11211,Control,0,,dead,True,987
UM-HET3,C2018,UT,m,UT11212,Control,0,,dead,True,384
UM-HET3,C2018,UT,m,UT11213,Control,0,,dead,True,619
UM-HET3,C2018,UT,m,UT11218,Control,0,,dead,True,496
UM-HET3,C2018,UT,m,UT11219,Control,0,,dead,True,810
UM-HET3,C2018,UT,m,UT11220,Control,0,,dead,True,458
UM-HET3,C2018,UT,m,UT11250,Control,0,,dead,True,1047
UM-HET3,C2018,UT,m,UT11251,Control,0,,dead,True,734
UM-HET3,C2018,UT,m,UT11252,Control,0,,dead,True,724
UM-HET3,C2018,UT,m,UT11260,Control,0,,dead,True,778
UM-HET3,C2018,UT,m,UT11261,Control,0,,dead,True,795
UM-HET3,C2018,UT,m,UT11262,Control,0,,dead,True,1020
UM-HET3,C2018,UT,m,UT11281,Control,0,,dead,True,790
UM-HET3,C2018,UT,m,UT11282,Control,0,,dead,True,692
UM-HET3,C2018,UT,m,UT11283,Control,0,,dead,True,1149
UM-HET3,C2018,UT,m,UT11291,Control,0,,dead,True,596
UM-HET3,C2018,UT,m,UT11292,Control,0,,dead,True,1338
UM-HET3,C2018,UT,m,UT11293,Control,0,,dead,True,692
UM-HET3,C2018,UT,m,UT11306,Control,0,,dead,True,887
UM-HET3,C2018,UT,m,UT11307,Control,0,,dead,True,918
UM-HET3,C2018,UT,m,UT11308,Control,0,,dead,True,816
UM-HET3,C2018,UT,m,UT11309,Control,0,,dead,True,901
UM-HET3,C2018,UT,m,UT11310,Control,0,,dead,True,792
UM-HET3,C2018,UT,m,UT11311,Control,0,,dead,True,244
UM-HET3,C2018,UT,m,UT11332,Control,0,,dead,True,771
UM-HET3,C2018,UT,m,UT11333,Control,0,,dead,True,609
UM-HET3,C2018,UT,m,UT11334,Control,0,,dead,True,913
UM-HET3,C2018,UT,m,UT11392,Control,0,,dead,True,1028
UM-HET3,C2018,UT,m,UT11393,Control,0,,dead,True,828
UM-HET3,C2018,UT,m,UT11394,Control,0,,dead,True,783
UM-HET3,C2018,UT,m,UT11395,Control,0,,dead,True,682
UM-HET3,C2018,UT,m,UT11396,Control,0,,dead,True,638
UM-HET3,C2018,UT,m,UT11397,Control,0,,dead,True,625
UM-HET3,C2018,UT,m,UT11409,Control,0,,dead,True,880
UM-HET3,C2018,UT,m,UT11410,Control,0,,dead,True,972
UM-HET3,C2018,UT,m,UT11411,Control,0,,dead,True,511
UM-HET3,C2018,UT,m,UT11426,Control,0,,dead,True,457
UM-HET3,C2018,UT,m,UT11427,Control,0,,dead,True,941
UM-HET3,C2018,UT,m,UT11428,Control,0,,dead,True,233
UM-HET3,C2018,UT,m,UT11429,Control,0,,dead,True,339
UM-HET3,C2018,UT,m,UT11430,Control,0,,dead,True,1036
UM-HET3,C2018,UT,m,UT11431,Control,0,,dead,True,980
UM-HET3,C2018,UT,m,UT11454,Control,0,,dead,True,338
UM-HET3,C2018,UT,m,UT11455,Control,0,,dead,True,486
UM-HET3,C2018,UT,m,UT11456,Control,0,,dead,True,943
UM-HET3,C2018,UT,m,UT11464,Control,0,,dead,True,750
UM-HET3,C2018,UT,m,UT11465,Control,0,,dead,True,649
UM-HET3,C2018,UT,m,UT11466,Control,0,,dead,True,1047
UM-HET3,C2018,UT,m,UT11471,Control,0,,removed,False,575
UM-HET3,C2018,UT,m,UT11472,Control,0,,removed,False,576
UM-HET3,C2018,UT,m,UT11473,Control,0,,removed,False,576
UM-HET3,C2018,UT,m,UT11474,Control,0,,dead,True,744
UM-HET3,C2018,UT,m,UT11475,Control,0,,dead,True,1066
UM-HET3,C2018,UT,m,UT11476,Control,0,,dead,True,385
UM-HET3,C2018,UT,m,UT11546,Control,0,,dead,True,832
UM-HET3,C2018,UT,m,UT11547,Control,0,,dead,True,1048
UM-HET3,C2018,UT,m,UT11548,Control,0,,dead,True,654
UM-HET3,C2018,UT,m,UT11561,Control,0,,dead,True,918
UM-HET3,C2018,UT,m,UT11562,Control,0,,dead,True,471
UM-HET3,C2018,UT,m,UT11563,Control,0,,dead,True,924
UM-HET3,C2018,UT,m,UT11567,Control,0,,dead,True,692
UM-HET3,C2018,UT,m,UT11568,Control,0,,dead,True,807
UM-HET3,C2018,UT,m,UT11569,Control,0,,dead,True,881
UM-HET3,C2018,UT,m,UT11617,Control,0,,dead,True,897
UM-HET3,C2018,UT,m,UT11618,Control,0,,dead,True,900
UM-HET3,C2018,UT,m,UT11619,Control,0,,dead,True,331
UM-HET3,C2018,UT,m,UT11631,Control,0,,dead,True,1055
UM-HET3,C2018,UT,m,UT11632,Control,0,,dead,True,354
UM-HET3,C2018,UT,m,UT11633,Control,0,,dead,True,856
UM-HET3,C2018,UT,m,UT11675,Control,0,,dead,True,658
UM-HET3,C2018,UT,m,UT11676,Control,0,,dead,True,722
UM-HET3,C2018,UT,m,UT11677,Control,0,,dead,True,722
UM-HET3,C2018,UT,m,UT11686,Control,0,,dead,True,423
UM-HET3,C2018,UT,m,UT11687,Control,0,,dead,True,1026
UM-HET3,C2018,UT,m,UT11688,Control,0,,dead,True,938
UM-HET3,C2018,UT,m,UT11689,Control,0,,dead,True,778
UM-HET3,C2018,UT,m,UT11690,Control,0,,dead,True,814
UM-HET3,C2018,UT,m,UT11691,Control,0,,dead,True,861
UM-HET3,C2018,UT,m,UT11695,Control,0,,dead,True,685
UM-HET3,C2018,UT,m,UT11696,Control,0,,dead,True,316
UM-HET3,C2018,UT,m,UT11697,Control,0,,dead,True,1129
UM-HET3,C2018,UT,m,UT11712,Control,0,,dead,True,1003
UM-HET3,C2018,UT,m,UT11713,Control,0,,dead,True,818
UM-HET3,C2018,UT,m,UT11714,Control,0,,dead,True,903
UM-HET3,C2018,UT,m,UT11736,Control,0,,dead,True,585
UM-HET3,C2018,UT,m,UT11737,Control,0,,dead,True,559
UM-HET3,C2018,UT,m,UT11738,Control,0,,dead,True,946
UM-HET3,C2018,UT,m,UT11739,Control,0,,dead,True,937
UM-HET3,C2018,UT,m,UT11740,Control,0,,dead,True,243
UM-HET3,C2018,UT,m,UT11741,Control,0,,dead,True,590
UM-HET3,C2018,UT,m,UT11771,Control,0,,dead,True,1163
UM-HET3,C2018,UT,m,UT11772,Control,0,,dead,True,920
UM-HET3,C2018,UT,m,UT11773,Control,0,,dead,True,190
UM-HET3,C2018,UT,m,UT11789,Control,0,,dead,True,304
UM-HET3,C2018,UT,m,UT11790,Control,0,,dead,True,1152
UM-HET3,C2018,UT,m,UT11791,Control,0,,dead,True,1148
UM-HET3,C2018,UT,m,UT11813,Control,0,,dead,True,890
UM-HET3,C2018,UT,m,UT11814,Control,0,,dead,True,881
UM-HET3,C2018,UT,m,UT11815,Control,0,,dead,True,524
UM-HET3,C2018,UT,m,UT11839,Control,0,,dead,True,248
UM-HET3,C2018,UT,m,UT11840,Control,0,,dead,True,1105
UM-HET3,C2018,UT,m,UT11841,Control,0,,dead,True,771
UM-HET3,C2018,UT,m,UT11874,Control,0,,dead,True,971
UM-HET3,C2018,UT,m,UT11875,Control,0,,dead,True,762
UM-HET3,C2018,UT,m,UT11876,Control,0,,dead,True,934
UM-HET3,C2018,TJL,f,JL17041,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,717
UM-HET3,C2018,TJL,f,JL17042,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1099
UM-HET3,C2018,TJL,f,JL17043,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,373
UM-HET3,C2018,TJL,f,JL17044,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,929
UM-HET3,C2018,TJL,f,JL17090,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,878
UM-HET3,C2018,TJL,f,JL17091,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1166
UM-HET3,C2018,TJL,f,JL17092,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,833
UM-HET3,C2018,TJL,f,JL17093,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,684
UM-HET3,C2018,TJL,f,JL17149,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,808
UM-HET3,C2018,TJL,f,JL17150,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,826
UM-HET3,C2018,TJL,f,JL17151,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,781
UM-HET3,C2018,TJL,f,JL17152,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,997
UM-HET3,C2018,TJL,f,JL17171,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,968
UM-HET3,C2018,TJL,f,JL17172,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1046
UM-HET3,C2018,TJL,f,JL17173,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,844
UM-HET3,C2018,TJL,f,JL17174,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,698
UM-HET3,C2018,TJL,f,JL17285,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1181
UM-HET3,C2018,TJL,f,JL17286,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,992
UM-HET3,C2018,TJL,f,JL17287,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,760
UM-HET3,C2018,TJL,f,JL17288,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,834
UM-HET3,C2018,TJL,f,JL17361,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1003
UM-HET3,C2018,TJL,f,JL17362,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,850
UM-HET3,C2018,TJL,f,JL17363,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,670
UM-HET3,C2018,TJL,f,JL17364,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,738
UM-HET3,C2018,TJL,f,JL17443,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1034
UM-HET3,C2018,TJL,f,JL17444,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,748
UM-HET3,C2018,TJL,f,JL17445,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,992
UM-HET3,C2018,TJL,f,JL17446,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1066
UM-HET3,C2018,TJL,f,JL17451,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,921
UM-HET3,C2018,TJL,f,JL17452,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1031
UM-HET3,C2018,TJL,f,JL17453,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,891
UM-HET3,C2018,TJL,f,JL17454,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,886
UM-HET3,C2018,TJL,f,JL17581,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,913
UM-HET3,C2018,TJL,f,JL17582,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1085
UM-HET3,C2018,TJL,f,JL17583,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,766
UM-HET3,C2018,TJL,f,JL17584,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1057
UM-HET3,C2018,TJL,f,JL17621,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,968
UM-HET3,C2018,TJL,f,JL17622,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,836
UM-HET3,C2018,TJL,f,JL17623,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1112
UM-HET3,C2018,TJL,f,JL17624,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1214
UM-HET3,C2018,TJL,f,JL17658,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1075
UM-HET3,C2018,TJL,f,JL17659,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,978
UM-HET3,C2018,TJL,f,JL17660,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,871
UM-HET3,C2018,TJL,f,JL17661,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,703
UM-HET3,C2018,TJL,f,JL17749,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,872
UM-HET3,C2018,TJL,f,JL17750,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1116
UM-HET3,C2018,TJL,f,JL17751,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,961
UM-HET3,C2018,TJL,f,JL17752,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,780
UM-HET3,C2018,TJL,m,JL17057,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,570
UM-HET3,C2018,TJL,m,JL17058,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,233
UM-HET3,C2018,TJL,m,JL17059,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,833
UM-HET3,C2018,TJL,m,JL17100,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,723
UM-HET3,C2018,TJL,m,JL17101,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,345
UM-HET3,C2018,TJL,m,JL17102,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,692
UM-HET3,C2018,TJL,m,JL17115,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,565
UM-HET3,C2018,TJL,m,JL17116,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,630
UM-HET3,C2018,TJL,m,JL17117,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,447
UM-HET3,C2018,TJL,m,JL17138,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1022
UM-HET3,C2018,TJL,m,JL17139,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,593
UM-HET3,C2018,TJL,m,JL17140,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,504
UM-HET3,C2018,TJL,m,JL17162,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,425
UM-HET3,C2018,TJL,m,JL17163,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,608
UM-HET3,C2018,TJL,m,JL17164,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,196
UM-HET3,C2018,TJL,m,JL17185,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,380
UM-HET3,C2018,TJL,m,JL17186,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,859
UM-HET3,C2018,TJL,m,JL17187,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,324
UM-HET3,C2018,TJL,m,JL17267,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,881
UM-HET3,C2018,TJL,m,JL17268,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1255
UM-HET3,C2018,TJL,m,JL17269,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,404
UM-HET3,C2018,TJL,m,JL17270,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1034
UM-HET3,C2018,TJL,m,JL17271,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,656
UM-HET3,C2018,TJL,m,JL17272,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1173
UM-HET3,C2018,TJL,m,JL17298,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,639
UM-HET3,C2018,TJL,m,JL17299,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,878
UM-HET3,C2018,TJL,m,JL17300,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,829
UM-HET3,C2018,TJL,m,JL17358,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,875
UM-HET3,C2018,TJL,m,JL17359,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,798
UM-HET3,C2018,TJL,m,JL17360,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,941
UM-HET3,C2018,TJL,m,JL17394,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,303
UM-HET3,C2018,TJL,m,JL17395,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,631
UM-HET3,C2018,TJL,m,JL17396,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,583
UM-HET3,C2018,TJL,m,JL17406,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,915
UM-HET3,C2018,TJL,m,JL17407,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1011
UM-HET3,C2018,TJL,m,JL17408,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,275
UM-HET3,C2018,TJL,m,JL17502,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,994
UM-HET3,C2018,TJL,m,JL17503,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1172
UM-HET3,C2018,TJL,m,JL17504,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,826
UM-HET3,C2018,TJL,m,JL17508,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,601
UM-HET3,C2018,TJL,m,JL17509,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1074
UM-HET3,C2018,TJL,m,JL17510,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,619
UM-HET3,C2018,TJL,m,JL17536,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,833
UM-HET3,C2018,TJL,m,JL17537,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,849
UM-HET3,C2018,TJL,m,JL17538,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,794
UM-HET3,C2018,TJL,m,JL17601,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1250
UM-HET3,C2018,TJL,m,JL17602,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,446
UM-HET3,C2018,TJL,m,JL17603,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,826
UM-HET3,C2018,TJL,m,JL17632,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,830
UM-HET3,C2018,TJL,m,JL17633,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,976
UM-HET3,C2018,TJL,m,JL17634,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,641
UM-HET3,C2018,TJL,m,JL17720,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,617
UM-HET3,C2018,TJL,m,JL17721,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,856
UM-HET3,C2018,TJL,m,JL17722,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,947
UM-HET3,C2018,UM,f,UM80311,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,757
UM-HET3,C2018,UM,f,UM80318,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,849
UM-HET3,C2018,UM,f,UM80325,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,540
UM-HET3,C2018,UM,f,UM80332,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,841
UM-HET3,C2018,UM,f,UM80773,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,717
UM-HET3,C2018,UM,f,UM80780,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,742
UM-HET3,C2018,UM,f,UM80787,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,626
UM-HET3,C2018,UM,f,UM80794,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,698
UM-HET3,C2018,UM,f,UM81102,Fis_Cyc,600,20 (3 days on/11 days off,removed,False,1039
UM-HET3,C2018,UM,f,UM81109,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,775
UM-HET3,C2018,UM,f,UM81116,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,610
UM-HET3,C2018,UM,f,UM81123,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,776
UM-HET3,C2018,UM,f,UM81452,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,666
UM-HET3,C2018,UM,f,UM81459,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,742
UM-HET3,C2018,UM,f,UM81466,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,942
UM-HET3,C2018,UM,f,UM81473,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,573
UM-HET3,C2018,UM,f,UM81746,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1232
UM-HET3,C2018,UM,f,UM81753,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,987
UM-HET3,C2018,UM,f,UM81760,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1076
UM-HET3,C2018,UM,f,UM81767,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,618
UM-HET3,C2018,UM,f,UM82334,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,686
UM-HET3,C2018,UM,f,UM82341,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1079
UM-HET3,C2018,UM,f,UM82348,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1152
UM-HET3,C2018,UM,f,UM82355,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,783
UM-HET3,C2018,UM,f,UM82628,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,882
UM-HET3,C2018,UM,f,UM82635,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,1186
UM-HET3,C2018,UM,f,UM82642,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,718
UM-HET3,C2018,UM,f,UM82649,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,557
UM-HET3,C2018,UM,f,UM82936,Fis_Cyc,600,20 (3 days on/11 days off,dead,True,984
