population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days),l,m,n,o
UM-HET3,C2020,TJL,f,JL21617,AKG_18,20000,18,dead,True,911,,,,
UM-HET3,C2020,TJL,f,JL21618,AKG_18,20000,18,dead,True,782,,,,
UM-HET3,C2020,TJL,f,JL21619,AKG_18,20000,18,dead,True,1209,,,,
UM-HET3,C2020,TJL,f,JL21701,AKG_18,20000,18,dead,True,1108,,,,
UM-HET3,C2020,TJL,f,JL21702,AKG_18,20000,18,dead,True,756,,,,
UM-HET3,C2020,TJL,f,JL21703,AKG_18,20000,18,dead,True,1053,,,,
UM-HET3,C2020,TJL,f,JL21704,AKG_18,20000,18,dead,True,704,,,,
UM-HET3,C2020,TJL,f,JL21746,AKG_18,20000,18,dead,True,858,,,,
UM-HET3,C2020,TJL,f,JL21747,AKG_18,20000,18,dead,True,872,,,,
UM-HET3,C2020,TJL,f,JL21748,AKG_18,20000,18,dead,True,215,,,,
UM-HET3,C2020,TJL,f,JL21749,AKG_18,20000,18,dead,True,945,,,,
UM-HET3,C2020,TJL,f,JL21849,AKG_18,20000,18,dead,True,866,,,,
UM-HET3,C2020,TJL,f,JL21850,AKG_18,20000,18,dead,True,898,,,,
UM-HET3,C2020,TJL,f,JL21851,AKG_18,20000,18,dead,True,900,,,,
UM-HET3,C2020,TJL,f,JL21852,AKG_18,20000,18,dead,True,886,,,,
UM-HET3,C2020,TJL,m,JL21024,AKG_18,20000,18,dead,True,1001,,,,
UM-HET3,C2020,TJL,m,JL21025,AKG_18,20000,18,dead,True,639,,,,
UM-HET3,C2020,TJL,m,JL21026,AKG_18,20000,18,dead,True,971,,,,
UM-HET3,C2020,TJL,m,JL21107,AKG_18,20000,18,dead,True,460,,,,
UM-HET3,C2020,TJL,m,JL21108,AKG_18,20000,18,dead,True,871,,,,
UM-HET3,C2020,TJL,m,JL21109,AKG_18,20000,18,dead,True,570,,,,
UM-HET3,C2020,TJL,m,JL21131,AKG_18,20000,18,dead,True,959,,,,
UM-HET3,C2020,TJL,m,JL21132,AKG_18,20000,18,dead,True,768,,,,
UM-HET3,C2020,TJL,m,JL21133,AKG_18,20000,18,dead,True,1013,,,,
UM-HET3,C2020,TJL,m,JL21195,AKG_18,20000,18,dead,True,625,,,,
UM-HET3,C2020,TJL,m,JL21196,AKG_18,20000,18,dead,True,366,,,,
UM-HET3,C2020,TJL,m,JL21197,AKG_18,20000,18,dead,True,984,,,,
UM-HET3,C2020,TJL,m,JL21282,AKG_18,20000,18,dead,True,390,,,,
UM-HET3,C2020,TJL,m,JL21283,AKG_18,20000,18,dead,True,321,,,,
UM-HET3,C2020,TJL,m,JL21284,AKG_18,20000,18,dead,True,608,,,,
UM-HET3,C2020,TJL,m,JL21323,AKG_18,20000,18,dead,True,834,,,,
UM-HET3,C2020,TJL,m,JL21324,AKG_18,20000,18,dead,True,1035,,,,
UM-HET3,C2020,TJL,m,JL21325,AKG_18,20000,18,dead,True,863,,,,
UM-HET3,C2020,TJL,m,JL21385,AKG_18,20000,18,dead,True,1036,,,,
UM-HET3,C2020,TJL,m,JL21386,AKG_18,20000,18,dead,True,1175,,,,
UM-HET3,C2020,TJL,m,JL21387,AKG_18,20000,18,dead,True,1119,,,,
UM-HET3,C2020,TJL,m,JL21445,AKG_18,20000,18,dead,True,414,,,,
UM-HET3,C2020,TJL,m,JL21446,AKG_18,20000,18,dead,True,742,,,,
UM-HET3,C2020,TJL,m,JL21447,AKG_18,20000,18,dead,True,778,,,,
UM-HET3,C2020,TJL,m,JL21492,AKG_18,20000,18,removed,False,595,,,,
UM-HET3,C2020,TJL,m,JL21493,AKG_18,20000,18,removed,False,595,,,,
UM-HET3,C2020,TJL,m,JL21494,AKG_18,20000,18,removed,False,595,,,,
UM-HET3,C2020,TJL,m,JL21557,AKG_18,20000,18,removed,False,191,,,,
UM-HET3,C2020,TJL,m,JL21558,AKG_18,20000,18,removed,False,191,,,,
UM-HET3,C2020,TJL,m,JL21559,AKG_18,20000,18,removed,False,191,,,,
UM-HET3,C2020,TJL,m,JL21635,AKG_18,20000,18,dead,True,691,,,,
UM-HET3,C2020,TJL,m,JL21636,AKG_18,20000,18,dead,True,839,,,,
UM-HET3,C2020,TJL,m,JL21637,AKG_18,20000,18,dead,True,740,,,,
UM-HET3,C2020,TJL,m,JL21698,AKG_18,20000,18,dead,True,808,,,,
UM-HET3,C2020,TJL,m,JL21699,AKG_18,20000,18,dead,True,1029,,,,
UM-HET3,C2020,TJL,m,JL21700,AKG_18,20000,18,dead,True,498,,,,
UM-HET3,C2020,TJL,m,JL21715,AKG_18,20000,18,dead,True,709,,,,
UM-HET3,C2020,TJL,m,JL21716,AKG_18,20000,18,dead,True,1026,,,,
UM-HET3,C2020,TJL,m,JL21717,AKG_18,20000,18,dead,True,844,,,,
UM-HET3,C2020,TJL,m,JL21766,AKG_18,20000,18,dead,True,736,,,,
UM-HET3,C2020,TJL,m,JL21767,AKG_18,20000,18,dead,True,782,,,,
UM-HET3,C2020,TJL,m,JL21768,AKG_18,20000,18,dead,True,833,,,,
UM-HET3,C2020,TJL,m,JL21859,AKG_18,20000,18,dead,True,944,,,,
UM-HET3,C2020,TJL,m,JL21860,AKG_18,20000,18,dead,True,783,,,,
UM-HET3,C2020,TJL,m,JL21861,AKG_18,20000,18,dead,True,476,,,,
UM-HET3,C2020,TJL,m,JL21895,AKG_18,20000,18,dead,True,843,,,,
UM-HET3,C2020,TJL,m,JL21896,AKG_18,20000,18,dead,True,666,,,,
UM-HET3,C2020,TJL,m,JL21897,AKG_18,20000,18,dead,True,295,,,,
UM-HET3,C2020,TJL,m,JL21934,AKG_18,20000,18,dead,True,1016,,,,
UM-HET3,C2020,TJL,m,JL21935,AKG_18,20000,18,dead,True,606,,,,
UM-HET3,C2020,TJL,m,JL21936,AKG_18,20000,18,dead,True,990,,,,
UM-HET3,C2020,UM,f,UM101059,AKG_18,20000,18,dead,True,823,,,,
UM-HET3,C2020,UM,f,UM101066,AKG_18,20000,18,dead,True,914,,,,
UM-HET3,C2020,UM,f,UM101073,AKG_18,20000,18,dead,True,691,,,,
UM-HET3,C2020,UM,f,UM101080,AKG_18,20000,18,dead,True,586,,,,
UM-HET3,C2020,UM,f,UM101717,AKG_18,20000,18,dead,True,840,,,,
UM-HET3,C2020,UM,f,UM101724,AKG_18,20000,18,dead,True,991,,,,
UM-HET3,C2020,UM,f,UM101731,AKG_18,20000,18,dead,True,1011,,,,
UM-HET3,C2020,UM,f,UM101738,AKG_18,20000,18,dead,True,950,,,,
UM-HET3,C2020,UM,f,UM95620,AKG_18,20000,18,dead,True,948,,,,
UM-HET3,C2020,UM,f,UM95627,AKG_18,20000,18,dead,True,968,,,,
UM-HET3,C2020,UM,f,UM95634,AKG_18,20000,18,dead,True,881,,,,
UM-HET3,C2020,UM,f,UM95641,AKG_18,20000,18,dead,True,1005,,,,
UM-HET3,C2020,UM,f,UM96131,AKG_18,20000,18,dead,True,917,,,,
UM-HET3,C2020,UM,f,UM96138,AKG_18,20000,18,dead,True,926,,,,
UM-HET3,C2020,UM,f,UM96145,AKG_18,20000,18,dead,True,1007,,,,
UM-HET3,C2020,UM,f,UM96152,AKG_18,20000,18,dead,True,847,,,,
UM-HET3,C2020,UM,f,UM96677,AKG_18,20000,18,dead,True,1198,,,,
UM-HET3,C2020,UM,f,UM96684,AKG_18,20000,18,dead,True,1000,,,,
UM-HET3,C2020,UM,f,UM96691,AKG_18,20000,18,dead,True,979,,,,
UM-HET3,C2020,UM,f,UM96698,AKG_18,20000,18,dead,True,752,,,,
UM-HET3,C2020,UM,f,UM96761,AKG_18,20000,18,dead,True,780,,,,
UM-HET3,C2020,UM,f,UM96768,AKG_18,20000,18,dead,True,980,,,,
UM-HET3,C2020,UM,f,UM96775,AKG_18,20000,18,dead,True,855,,,,
UM-HET3,C2020,UM,f,UM96782,AKG_18,20000,18,dead,True,1000,,,,
UM-HET3,C2020,UM,f,UM97664,AKG_18,20000,18,dead,True,745,,,,
UM-HET3,C2020,UM,f,UM97671,AKG_18,20000,18,dead,True,875,,,,
UM-HET3,C2020,UM,f,UM97678,AKG_18,20000,18,dead,True,857,,,,
UM-HET3,C2020,UM,f,UM97685,AKG_18,20000,18,dead,True,857,,,,
UM-HET3,C2020,UM,f,UM98147,AKG_18,20000,18,dead,True,921,,,,
UM-HET3,C2020,UM,f,UM98154,AKG_18,20000,18,dead,True,1009,,,,
UM-HET3,C2020,UM,f,UM98161,AKG_18,20000,18,removed,False,694,,,,
UM-HET3,C2020,UM,f,UM98168,AKG_18,20000,18,dead,True,1056,,,,
UM-HET3,C2020,UM,f,UM98910,AKG_18,20000,18,dead,True,1093,,,,
UM-HET3,C2020,UM,f,UM98917,AKG_18,20000,18,dead,True,651,,,,
UM-HET3,C2020,UM,f,UM98924,AKG_18,20000,18,dead,True,573,,,,
UM-HET3,C2020,UM,f,UM98931,AKG_18,20000,18,dead,True,1184,,,,
UM-HET3,C2020,UM,f,UM99330,AKG_18,20000,18,dead,True,552,,,,
UM-HET3,C2020,UM,f,UM99337,AKG_18,20000,18,dead,True,979,,,,
UM-HET3,C2020,UM,f,UM99344,AKG_18,20000,18,dead,True,811,,,,
UM-HET3,C2020,UM,f,UM99351,AKG_18,20000,18,dead,True,857,,,,
UM-HET3,C2020,UM,f,UM99757,AKG_18,20000,18,dead,True,784,,,,
UM-HET3,C2020,UM,f,UM99764,AKG_18,20000,18,dead,True,383,,,,
UM-HET3,C2020,UM,f,UM99771,AKG_18,20000,18,dead,True,953,,,,
UM-HET3,C2020,UM,f,UM99778,AKG_18,20000,18,dead,True,743,,,,
UM-HET3,C2020,UM,m,UM100093,AKG_18,20000,18,dead,True,968,,,,
UM-HET3,C2020,UM,m,UM100100,AKG_18,20000,18,dead,True,1101,,,,
UM-HET3,C2020,UM,m,UM100107,AKG_18,20000,18,dead,True,784,,,,
UM-HET3,C2020,UM,m,UM100422,AKG_18,20000,18,dead,True,1012,,,,
UM-HET3,C2020,UM,m,UM100429,AKG_18,20000,18,dead,True,953,,,,
UM-HET3,C2020,UM,m,UM100436,AKG_18,20000,18,dead,True,808,,,,
UM-HET3,C2020,UM,m,UM100681,AKG_18,20000,18,dead,True,993,,,,
UM-HET3,C2020,UM,m,UM100688,AKG_18,20000,18,dead,True,814,,,,
UM-HET3,C2020,UM,m,UM100695,AKG_18,20000,18,dead,True,819,,,,
UM-HET3,C2020,UM,m,UM101248,AKG_18,20000,18,removed,False,310,,,,
UM-HET3,C2020,UM,m,UM101255,AKG_18,20000,18,removed,False,310,,,,
UM-HET3,C2020,UM,m,UM101262,AKG_18,20000,18,removed,False,310,,,,
UM-HET3,C2020,UM,m,UM101577,AKG_18,20000,18,dead,True,839,,,,
UM-HET3,C2020,UM,m,UM101584,AKG_18,20000,18,dead,True,851,,,,
UM-HET3,C2020,UM,m,UM101591,AKG_18,20000,18,dead,True,847,,,,
UM-HET3,C2020,UM,m,UM95578,AKG_18,20000,18,dead,True,389,,,,
UM-HET3,C2020,UM,m,UM95585,AKG_18,20000,18,dead,True,766,,,,
UM-HET3,C2020,UM,m,UM95592,AKG_18,20000,18,removed,False,732,,,,
UM-HET3,C2020,UM,m,UM95865,AKG_18,20000,18,dead,True,1053,,,,
UM-HET3,C2020,UM,m,UM95872,AKG_18,20000,18,dead,True,542,,,,
UM-HET3,C2020,UM,m,UM95879,AKG_18,20000,18,dead,True,742,,,,
UM-HET3,C2020,UM,m,UM96348,AKG_18,20000,18,dead,True,1035,,,,
UM-HET3,C2020,UM,m,UM96355,AKG_18,20000,18,dead,True,998,,,,
UM-HET3,C2020,UM,m,UM96362,AKG_18,20000,18,dead,True,376,,,,
UM-HET3,C2020,UM,m,UM96656,AKG_18,20000,18,dead,True,821,,,,
UM-HET3,C2020,UM,m,UM96663,AKG_18,20000,18,dead,True,771,,,,
UM-HET3,C2020,UM,m,UM96670,AKG_18,20000,18,dead,True,749,,,,
UM-HET3,C2020,UM,m,UM97209,AKG_18,20000,18,dead,True,963,,,,
UM-HET3,C2020,UM,m,UM97216,AKG_18,20000,18,dead,True,954,,,,
UM-HET3,C2020,UM,m,UM97223,AKG_18,20000,18,dead,True,916,,,,
UM-HET3,C2020,UM,m,UM97510,AKG_18,20000,18,dead,True,886,,,,
UM-HET3,C2020,UM,m,UM97517,AKG_18,20000,18,dead,True,1003,,,,
UM-HET3,C2020,UM,m,UM97524,AKG_18,20000,18,dead,True,971,,,,
UM-HET3,C2020,UM,m,UM98126,AKG_18,20000,18,dead,True,1003,,,,
UM-HET3,C2020,UM,m,UM98133,AKG_18,20000,18,dead,True,703,,,,
UM-HET3,C2020,UM,m,UM98140,AKG_18,20000,18,dead,True,1065,,,,
UM-HET3,C2020,UM,m,UM98196,AKG_18,20000,18,dead,True,754,,,,
UM-HET3,C2020,UM,m,UM98203,AKG_18,20000,18,dead,True,1350,,,,
UM-HET3,C2020,UM,m,UM98210,AKG_18,20000,18,dead,True,677,,,,
UM-HET3,C2020,UM,m,UM98511,AKG_18,20000,18,dead,True,992,,,,
UM-HET3,C2020,UM,m,UM98518,AKG_18,20000,18,dead,True,987,,,,
UM-HET3,C2020,UM,m,UM98525,AKG_18,20000,18,dead,True,1153,,,,
UM-HET3,C2020,UM,m,UM99120,AKG_18,20000,18,dead,True,810,,,,
UM-HET3,C2020,UM,m,UM99127,AKG_18,20000,18,dead,True,707,,,,
UM-HET3,C2020,UM,m,UM99134,AKG_18,20000,18,dead,True,714,,,,
UM-HET3,C2020,UM,m,UM99407,AKG_18,20000,18,dead,True,830,,,,
UM-HET3,C2020,UM,m,UM99414,AKG_18,20000,18,dead,True,1077,,,,
UM-HET3,C2020,UM,m,UM99421,AKG_18,20000,18,dead,True,953,,,,
UM-HET3,C2020,UM,m,UM99925,AKG_18,20000,18,dead,True,1056,,,,
UM-HET3,C2020,UM,m,UM99932,AKG_18,20000,18,dead,True,668,,,,
UM-HET3,C2020,UM,m,UM99939,AKG_18,20000,18,dead,True,1059,,,,
UM-HET3,C2020,UT,f,UT13618,AKG_18,20000,18,dead,True,897,,,,
UM-HET3,C2020,UT,f,UT13619,AKG_18,20000,18,dead,True,876,,,,
UM-HET3,C2020,UT,f,UT13620,AKG_18,20000,18,dead,True,633,,,,
UM-HET3,C2020,UT,f,UT13621,AKG_18,20000,18,dead,True,878,,,,
UM-HET3,C2020,UT,f,UT13690,AKG_18,20000,18,dead,True,1059,,,,
UM-HET3,C2020,UT,f,UT13691,AKG_18,20000,18,dead,True,904,,,,
UM-HET3,C2020,UT,f,UT13692,AKG_18,20000,18,dead,True,814,,,,
UM-HET3,C2020,UT,f,UT13693,AKG_18,20000,18,dead,True,783,,,,
UM-HET3,C2020,UT,f,UT13731,AKG_18,20000,18,dead,True,775,,,,
UM-HET3,C2020,UT,f,UT13732,AKG_18,20000,18,dead,True,992,,,,
UM-HET3,C2020,UT,f,UT13733,AKG_18,20000,18,dead,True,949,,,,
UM-HET3,C2020,UT,f,UT13734,AKG_18,20000,18,dead,True,1009,,,,
UM-HET3,C2020,UT,f,UT13864,AKG_18,20000,18,dead,True,915,,,,
UM-HET3,C2020,UT,f,UT13865,AKG_18,20000,18,dead,True,979,,,,
UM-HET3,C2020,UT,f,UT13866,AKG_18,20000,18,dead,True,706,,,,
UM-HET3,C2020,UT,f,UT13867,AKG_18,20000,18,dead,True,983,,,,
UM-HET3,C2020,UT,f,UT13920,AKG_18,20000,18,dead,True,932,,,,
UM-HET3,C2020,UT,f,UT13921,AKG_18,20000,18,dead,True,1008,,,,
UM-HET3,C2020,UT,f,UT13922,AKG_18,20000,18,dead,True,1046,,,,
UM-HET3,C2020,UT,f,UT13923,AKG_18,20000,18,dead,True,757,,,,
UM-HET3,C2020,UT,f,UT14028,AKG_18,20000,18,dead,True,865,,,,
UM-HET3,C2020,UT,f,UT14029,AKG_18,20000,18,dead,True,948,,,,
UM-HET3,C2020,UT,f,UT14030,AKG_18,20000,18,dead,True,1012,,,,
UM-HET3,C2020,UT,f,UT14031,AKG_18,20000,18,dead,True,1020,,,,
UM-HET3,C2020,UT,f,UT14151,AKG_18,20000,18,dead,True,1119,,,,
UM-HET3,C2020,UT,f,UT14152,AKG_18,20000,18,dead,True,990,,,,
UM-HET3,C2020,UT,f,UT14153,AKG_18,20000,18,dead,True,799,,,,
UM-HET3,C2020,UT,f,UT14154,AKG_18,20000,18,dead,True,888,,,,
UM-HET3,C2020,UT,f,UT14201,AKG_18,20000,18,dead,True,1079,,,,
UM-HET3,C2020,UT,f,UT14202,AKG_18,20000,18,dead,True,949,,,,
UM-HET3,C2020,UT,f,UT14203,AKG_18,20000,18,dead,True,710,,,,
UM-HET3,C2020,UT,f,UT14204,AKG_18,20000,18,dead,True,1079,,,,
UM-HET3,C2020,UT,f,UT14252,AKG_18,20000,18,dead,True,557,,,,
UM-HET3,C2020,UT,f,UT14253,AKG_18,20000,18,dead,True,927,,,,
UM-HET3,C2020,UT,f,UT14254,AKG_18,20000,18,dead,True,926,,,,
UM-HET3,C2020,UT,f,UT14255,AKG_18,20000,18,dead,True,876,,,,
UM-HET3,C2020,UT,f,UT14386,AKG_18,20000,18,dead,True,713,,,,
UM-HET3,C2020,UT,f,UT14387,AKG_18,20000,18,dead,True,953,,,,
UM-HET3,C2020,UT,f,UT14388,AKG_18,20000,18,dead,True,927,,,,
UM-HET3,C2020,UT,f,UT14389,AKG_18,20000,18,dead,True,1173,,,,
UM-HET3,C2020,UT,f,UT14442,AKG_18,20000,18,dead,True,953,,,,
UM-HET3,C2020,UT,f,UT14443,AKG_18,20000,18,dead,True,1014,,,,
UM-HET3,C2020,UT,f,UT14444,AKG_18,20000,18,dead,True,758,,,,
UM-HET3,C2020,UT,f,UT14445,AKG_18,20000,18,dead,True,771,,,,
UM-HET3,C2020,UT,m,UT13559,AKG_18,20000,18,dead,True,416,,,,
UM-HET3,C2020,UT,m,UT13560,AKG_18,20000,18,dead,True,460,,,,
UM-HET3,C2020,UT,m,UT13561,AKG_18,20000,18,dead,True,920,,,,
UM-HET3,C2020,UT,m,UT13612,AKG_18,20000,18,dead,True,510,,,,
UM-HET3,C2020,UT,m,UT13613,AKG_18,20000,18,dead,True,891,,,,
UM-HET3,C2020,UT,m,UT13614,AKG_18,20000,18,dead,True,1012,,,,
UM-HET3,C2020,UT,m,UT13687,AKG_18,20000,18,dead,True,826,,,,
UM-HET3,C2020,UT,m,UT13688,AKG_18,20000,18,dead,True,773,,,,
UM-HET3,C2020,UT,m,UT13689,AKG_18,20000,18,dead,True,967,,,,
UM-HET3,C2020,UT,m,UT13748,AKG_18,20000,18,dead,True,1207,,,,
UM-HET3,C2020,UT,m,UT13749,AKG_18,20000,18,dead,True,995,,,,
UM-HET3,C2020,UT,m,UT13750,AKG_18,20000,18,dead,True,1029,,,,
UM-HET3,C2020,UT,m,UT13815,AKG_18,20000,18,dead,True,848,,,,
UM-HET3,C2020,UT,m,UT13816,AKG_18,20000,18,dead,True,622,,,,
UM-HET3,C2020,UT,m,UT13817,AKG_18,20000,18,dead,True,1055,,,,
UM-HET3,C2020,UT,m,UT13824,AKG_18,20000,18,dead,True,917,,,,
UM-HET3,C2020,UT,m,UT13825,AKG_18,20000,18,dead,True,1145,,,,
UM-HET3,C2020,UT,m,UT13826,AKG_18,20000,18,dead,True,941,,,,
UM-HET3,C2020,UT,m,UT13910,AKG_18,20000,18,dead,True,1032,,,,
UM-HET3,C2020,UT,m,UT13911,AKG_18,20000,18,dead,True,501,,,,
UM-HET3,C2020,UT,m,UT13912,AKG_18,20000,18,dead,True,938,,,,
UM-HET3,C2020,UT,m,UT13933,AKG_18,20000,18,dead,True,988,,,,
UM-HET3,C2020,UT,m,UT13934,AKG_18,20000,18,dead,True,380,,,,
UM-HET3,C2020,UT,m,UT13935,AKG_18,20000,18,dead,True,772,,,,
UM-HET3,C2020,UT,m,UT14008,AKG_18,20000,18,dead,True,944,,,,
UM-HET3,C2020,UT,m,UT14009,AKG_18,20000,18,dead,True,587,,,,
UM-HET3,C2020,UT,m,UT14010,AKG_18,20000,18,dead,True,757,,,,
UM-HET3,C2020,UT,m,UT14080,AKG_18,20000,18,dead,True,793,,,,
UM-HET3,C2020,UT,m,UT14081,AKG_18,20000,18,dead,True,1250,,,,
UM-HET3,C2020,UT,m,UT14082,AKG_18,20000,18,dead,True,720,,,,
UM-HET3,C2020,UT,m,UT14142,AKG_18,20000,18,dead,True,767,,,,
UM-HET3,C2020,UT,m,UT14143,AKG_18,20000,18,dead,True,634,,,,
UM-HET3,C2020,UT,m,UT14144,AKG_18,20000,18,dead,True,961,,,,
UM-HET3,C2020,UT,m,UT14145,AKG_18,20000,18,dead,True,1137,,,,
UM-HET3,C2020,UT,m,UT14146,AKG_18,20000,18,dead,True,1200,,,,
UM-HET3,C2020,UT,m,UT14147,AKG_18,20000,18,dead,True,1085,,,,
UM-HET3,C2020,UT,m,UT14249,AKG_18,20000,18,removed,False,349,,,,
UM-HET3,C2020,UT,m,UT14250,AKG_18,20000,18,removed,False,349,,,,
UM-HET3,C2020,UT,m,UT14251,AKG_18,20000,18,removed,False,349,,,,
UM-HET3,C2020,UT,m,UT14280,AKG_18,20000,18,dead,True,851,,,,
UM-HET3,C2020,UT,m,UT14281,AKG_18,20000,18,dead,True,976,,,,
UM-HET3,C2020,UT,m,UT14282,AKG_18,20000,18,dead,True,1069,,,,
UM-HET3,C2020,UT,m,UT14356,AKG_18,20000,18,dead,True,545,,,,
UM-HET3,C2020,UT,m,UT14357,AKG_18,20000,18,dead,True,713,,,,
UM-HET3,C2020,UT,m,UT14358,AKG_18,20000,18,dead,True,1110,,,,
UM-HET3,C2020,UT,m,UT14403,AKG_18,20000,18,dead,True,986,,,,
UM-HET3,C2020,UT,m,UT14404,AKG_18,20000,18,dead,True,999,,,,
UM-HET3,C2020,UT,m,UT14405,AKG_18,20000,18,dead,True,865,,,,
UM-HET3,C2020,UT,m,UT14500,AKG_18,20000,18,dead,True,894,,,,
UM-HET3,C2020,UT,m,UT14501,AKG_18,20000,18,dead,True,924,,,,
UM-HET3,C2020,UT,m,UT14502,AKG_18,20000,18,dead,True,879,,,,
UM-HET3,C2020,TJL,f,JL21073,Cana_6,180,6,dead,True,824,,,,
UM-HET3,C2020,TJL,f,JL21074,Cana_6,180,6,dead,True,794,,,,
UM-HET3,C2020,TJL,f,JL21075,Cana_6,180,6,dead,True,994,,,,
UM-HET3,C2020,TJL,f,JL21076,Cana_6,180,6,dead,True,519,,,,
UM-HET3,C2020,TJL,f,JL21089,Cana_6,180,6,dead,True,549,,,,
UM-HET3,C2020,TJL,f,JL21090,Cana_6,180,6,dead,True,854,,,,
UM-HET3,C2020,TJL,f,JL21091,Cana_6,180,6,dead,True,752,,,,
UM-HET3,C2020,TJL,f,JL21092,Cana_6,180,6,dead,True,961,,,,
UM-HET3,C2020,TJL,f,JL21217,Cana_6,180,6,dead,True,1035,,,,
UM-HET3,C2020,TJL,f,JL21218,Cana_6,180,6,dead,True,568,,,,
UM-HET3,C2020,TJL,f,JL21219,Cana_6,180,6,dead,True,910,,,,
UM-HET3,C2020,TJL,f,JL21220,Cana_6,180,6,dead,True,840,,,,
UM-HET3,C2020,TJL,f,JL21295,Cana_6,180,6,dead,True,428,,,,
UM-HET3,C2020,TJL,f,JL21296,Cana_6,180,6,dead,True,757,,,,
UM-HET3,C2020,TJL,f,JL21297,Cana_6,180,6,dead,True,1049,,,,
UM-HET3,C2020,TJL,f,JL21298,Cana_6,180,6,dead,True,894,,,,
UM-HET3,C2020,TJL,f,JL21336,Cana_6,180,6,dead,True,835,,,,
UM-HET3,C2020,TJL,f,JL21337,Cana_6,180,6,dead,True,919,,,,
UM-HET3,C2020,TJL,f,JL21338,Cana_6,180,6,dead,True,1108,,,,
UM-HET3,C2020,TJL,f,JL21339,Cana_6,180,6,dead,True,820,,,,
UM-HET3,C2020,TJL,f,JL21418,Cana_6,180,6,dead,True,768,,,,
UM-HET3,C2020,TJL,f,JL21419,Cana_6,180,6,dead,True,673,,,,
UM-HET3,C2020,TJL,f,JL21420,Cana_6,180,6,dead,True,872,,,,
UM-HET3,C2020,TJL,f,JL21421,Cana_6,180,6,dead,True,926,,,,
UM-HET3,C2020,TJL,f,JL21507,Cana_6,180,6,dead,True,1230,,,,
UM-HET3,C2020,TJL,f,JL21508,Cana_6,180,6,dead,True,1081,,,,
UM-HET3,C2020,TJL,f,JL21509,Cana_6,180,6,dead,True,823,,,,
UM-HET3,C2020,TJL,f,JL21510,Cana_6,180,6,dead,True,966,,,,
UM-HET3,C2020,TJL,f,JL21586,Cana_6,180,6,dead,True,1181,,,,
UM-HET3,C2020,TJL,f,JL21587,Cana_6,180,6,dead,True,877,,,,
UM-HET3,C2020,TJL,f,JL21588,Cana_6,180,6,dead,True,1155,,,,
UM-HET3,C2020,TJL,f,JL21589,Cana_6,180,6,dead,True,861,,,,
UM-HET3,C2020,TJL,f,JL21659,Cana_6,180,6,dead,True,1055,,,,
UM-HET3,C2020,TJL,f,JL21660,Cana_6,180,6,dead,True,1286,,,,
