population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days),l,m,n,o
UM-HET3,C2020,TJL,f,JL21661,Cana_6,180,6,dead,True,698,,,,
UM-HET3,C2020,TJL,f,JL21662,Cana_6,180,6,dead,True,900,,,,
UM-HET3,C2020,TJL,f,JL21769,Cana_6,180,6,dead,True,1102,,,,
UM-HET3,C2020,TJL,f,JL21770,Cana_6,180,6,dead,True,1079,,,,
UM-HET3,C2020,TJL,f,JL21771,Cana_6,180,6,dead,True,986,,,,
UM-HET3,C2020,TJL,f,JL21772,Cana_6,180,6,dead,True,1164,,,,
UM-HET3,C2020,TJL,f,JL21828,Cana_6,180,6,dead,True,909,,,,
UM-HET3,C2020,TJL,f,JL21829,Cana_6,180,6,dead,True,1060,,,,
UM-HET3,C2020,TJL,f,JL21830,Cana_6,180,6,dead,True,711,,,,
UM-HET3,C2020,TJL,f,JL21831,Cana_6,180,6,dead,True,837,,,,
UM-HET3,C2020,TJL,m,JL21021,Cana_6,180,6,dead,True,975,,,,
UM-HET3,C2020,TJL,m,JL21022,Cana_6,180,6,dead,True,652,,,,
UM-HET3,C2020,TJL,m,JL21023,Cana_6,180,6,dead,True,851,,,,
UM-HET3,C2020,TJL,m,JL21122,Cana_6,180,6,dead,True,995,,,,
UM-HET3,C2020,TJL,m,JL21123,Cana_6,180,6,dead,True,1050,,,,
UM-HET3,C2020,TJL,m,JL21124,Cana_6,180,6,dead,True,1011,,,,
UM-HET3,C2020,TJL,m,JL21128,Cana_6,180,6,dead,True,865,,,,
UM-HET3,C2020,TJL,m,JL21129,Cana_6,180,6,dead,True,603,,,,
UM-HET3,C2020,TJL,m,JL21130,Cana_6,180,6,dead,True,899,,,,
UM-HET3,C2020,TJL,m,JL21225,Cana_6,180,6,dead,True,837,,,,
UM-HET3,C2020,TJL,m,JL21226,Cana_6,180,6,dead,True,1064,,,,
UM-HET3,C2020,TJL,m,JL21227,Cana_6,180,6,dead,True,796,,,,
UM-HET3,C2020,TJL,m,JL21240,Cana_6,180,6,dead,True,947,,,,
UM-HET3,C2020,TJL,m,JL21241,Cana_6,180,6,dead,True,899,,,,
UM-HET3,C2020,TJL,m,JL21242,Cana_6,180,6,dead,True,1081,,,,
UM-HET3,C2020,TJL,m,JL21311,Cana_6,180,6,dead,True,1058,,,,
UM-HET3,C2020,TJL,m,JL21312,Cana_6,180,6,dead,True,1048,,,,
UM-HET3,C2020,TJL,m,JL21313,Cana_6,180,6,dead,True,770,,,,
UM-HET3,C2020,TJL,m,JL21408,Cana_6,180,6,dead,True,1146,,,,
UM-HET3,C2020,TJL,m,JL21409,Cana_6,180,6,dead,True,809,,,,
UM-HET3,C2020,TJL,m,JL21410,Cana_6,180,6,dead,True,921,,,,
UM-HET3,C2020,TJL,m,JL21436,Cana_6,180,6,dead,True,1175,,,,
UM-HET3,C2020,TJL,m,JL21437,Cana_6,180,6,dead,True,864,,,,
UM-HET3,C2020,TJL,m,JL21438,Cana_6,180,6,dead,True,666,,,,
UM-HET3,C2020,TJL,m,JL21539,Cana_6,180,6,dead,True,1279,,,,
UM-HET3,C2020,TJL,m,JL21540,Cana_6,180,6,dead,True,539,,,,
UM-HET3,C2020,TJL,m,JL21541,Cana_6,180,6,dead,True,923,,,,
UM-HET3,C2020,TJL,m,JL21575,Cana_6,180,6,dead,True,814,,,,
UM-HET3,C2020,TJL,m,JL21576,Cana_6,180,6,dead,True,1156,,,,
UM-HET3,C2020,TJL,m,JL21577,Cana_6,180,6,dead,True,234,,,,
UM-HET3,C2020,TJL,m,JL21641,Cana_6,180,6,dead,True,1138,,,,
UM-HET3,C2020,TJL,m,JL21642,Cana_6,180,6,dead,True,915,,,,
UM-HET3,C2020,TJL,m,JL21643,Cana_6,180,6,dead,True,1020,,,,
UM-HET3,C2020,TJL,m,JL21671,Cana_6,180,6,dead,True,672,,,,
UM-HET3,C2020,TJL,m,JL21672,Cana_6,180,6,dead,True,812,,,,
UM-HET3,C2020,TJL,m,JL21673,Cana_6,180,6,dead,True,994,,,,
UM-HET3,C2020,TJL,m,JL21709,Cana_6,180,6,dead,True,894,,,,
UM-HET3,C2020,TJL,m,JL21710,Cana_6,180,6,dead,True,729,,,,
UM-HET3,C2020,TJL,m,JL21711,Cana_6,180,6,dead,True,749,,,,
UM-HET3,C2020,TJL,m,JL21787,Cana_6,180,6,dead,True,428,,,,
UM-HET3,C2020,TJL,m,JL21788,Cana_6,180,6,removed,False,546,,,,
UM-HET3,C2020,TJL,m,JL21789,Cana_6,180,6,removed,False,546,,,,
UM-HET3,C2020,TJL,m,JL21821,Cana_6,180,6,dead,True,791,,,,
UM-HET3,C2020,TJL,m,JL21822,Cana_6,180,6,dead,True,870,,,,
UM-HET3,C2020,TJL,m,JL21823,Cana_6,180,6,dead,True,1164,,,,
UM-HET3,C2020,TJL,m,JL21898,Cana_6,180,6,dead,True,1285,,,,
UM-HET3,C2020,TJL,m,JL21899,Cana_6,180,6,dead,True,1136,,,,
UM-HET3,C2020,TJL,m,JL21900,Cana_6,180,6,dead,True,783,,,,
UM-HET3,C2020,TJL,m,JL21940,Cana_6,180,6,dead,True,982,,,,
UM-HET3,C2020,TJL,m,JL21941,Cana_6,180,6,dead,True,1187,,,,
UM-HET3,C2020,TJL,m,JL21942,Cana_6,180,6,dead,True,983,,,,
UM-HET3,C2020,TJL,m,JL22159,Cana_6,180,6,dead,True,529,,,,
UM-HET3,C2020,TJL,m,JL22160,Cana_6,180,6,dead,True,474,,,,
UM-HET3,C2020,TJL,m,JL22161,Cana_6,180,6,dead,True,516,,,,
UM-HET3,C2020,TJL,m,JL22162,Cana_6,180,6,removed,False,390,,,,
UM-HET3,C2020,TJL,m,JL22163,Cana_6,180,6,removed,False,390,,,,
UM-HET3,C2020,TJL,m,JL22164,Cana_6,180,6,removed,False,390,,,,
UM-HET3,C2020,TJL,m,JL22165,Cana_6,180,6,removed,False,381,,,,
UM-HET3,C2020,TJL,m,JL22166,Cana_6,180,6,removed,False,381,,,,
UM-HET3,C2020,TJL,m,JL22167,Cana_6,180,6,removed,False,381,,,,
UM-HET3,C2020,UM,f,UM100653,Cana_16,180,16,dead,True,967,,,,
UM-HET3,C2020,UM,f,UM100660,Cana_16,180,16,dead,True,791,,,,
UM-HET3,C2020,UM,f,UM100667,Cana_16,180,16,dead,True,1020,,,,
UM-HET3,C2020,UM,f,UM100674,Cana_16,180,16,dead,True,792,,,,
UM-HET3,C2020,UM,f,UM101332,Cana_16,180,16,dead,True,1047,,,,
UM-HET3,C2020,UM,f,UM101339,Cana_16,180,16,dead,True,924,,,,
UM-HET3,C2020,UM,f,UM101346,Cana_16,180,16,dead,True,714,,,,
UM-HET3,C2020,UM,f,UM101353,Cana_16,180,16,dead,True,746,,,,
UM-HET3,C2020,UM,f,UM101794,Cana_16,180,16,dead,True,686,,,,
UM-HET3,C2020,UM,f,UM101801,Cana_16,180,16,dead,True,949,,,,
UM-HET3,C2020,UM,f,UM101808,Cana_16,180,16,dead,True,933,,,,
UM-HET3,C2020,UM,f,UM101815,Cana_16,180,16,dead,True,893,,,,
UM-HET3,C2020,UM,f,UM95249,Cana_16,180,16,dead,True,70,,,,
UM-HET3,C2020,UM,f,UM95256,Cana_16,180,16,dead,True,748,,,,
UM-HET3,C2020,UM,f,UM95263,Cana_16,180,16,dead,True,712,,,,
UM-HET3,C2020,UM,f,UM95270,Cana_16,180,16,dead,True,657,,,,
UM-HET3,C2020,UM,f,UM95725,Cana_16,180,16,dead,True,778,,,,
UM-HET3,C2020,UM,f,UM95732,Cana_16,180,16,dead,True,642,,,,
UM-HET3,C2020,UM,f,UM95739,Cana_16,180,16,dead,True,863,,,,
UM-HET3,C2020,UM,f,UM95746,Cana_16,180,16,dead,True,831,,,,
UM-HET3,C2020,UM,f,UM96481,Cana_16,180,16,dead,True,954,,,,
UM-HET3,C2020,UM,f,UM96488,Cana_16,180,16,dead,True,755,,,,
UM-HET3,C2020,UM,f,UM96495,Cana_16,180,16,dead,True,989,,,,
UM-HET3,C2020,UM,f,UM96502,Cana_16,180,16,dead,True,749,,,,
UM-HET3,C2020,UM,f,UM97181,Cana_16,180,16,dead,True,852,,,,
UM-HET3,C2020,UM,f,UM97188,Cana_16,180,16,dead,True,460,,,,
UM-HET3,C2020,UM,f,UM97195,Cana_16,180,16,dead,True,597,,,,
UM-HET3,C2020,UM,f,UM97202,Cana_16,180,16,dead,True,767,,,,
UM-HET3,C2020,UM,f,UM97482,Cana_16,180,16,dead,True,925,,,,
UM-HET3,C2020,UM,f,UM97489,Cana_16,180,16,dead,True,919,,,,
UM-HET3,C2020,UM,f,UM97496,Cana_16,180,16,dead,True,702,,,,
UM-HET3,C2020,UM,f,UM97503,Cana_16,180,16,dead,True,740,,,,
UM-HET3,C2020,UM,f,UM98553,Cana_16,180,16,dead,True,694,,,,
UM-HET3,C2020,UM,f,UM98560,Cana_16,180,16,dead,True,555,,,,
UM-HET3,C2020,UM,f,UM98567,Cana_16,180,16,dead,True,762,,,,
UM-HET3,C2020,UM,f,UM98574,Cana_16,180,16,dead,True,1206,,,,
UM-HET3,C2020,UM,f,UM98749,Cana_16,180,16,dead,True,732,,,,
UM-HET3,C2020,UM,f,UM98756,Cana_16,180,16,dead,True,518,,,,
UM-HET3,C2020,UM,f,UM98763,Cana_16,180,16,dead,True,1002,,,,
UM-HET3,C2020,UM,f,UM98770,Cana_16,180,16,dead,True,1005,,,,
UM-HET3,C2020,UM,f,UM99302,Cana_16,180,16,dead,True,953,,,,
UM-HET3,C2020,UM,f,UM99309,Cana_16,180,16,dead,True,739,,,,
UM-HET3,C2020,UM,f,UM99316,Cana_16,180,16,dead,True,988,,,,
UM-HET3,C2020,UM,f,UM99323,Cana_16,180,16,removed,False,730,,,,
UM-HET3,C2020,UM,f,UM99869,Cana_16,180,16,dead,True,692,,,,
UM-HET3,C2020,UM,f,UM99876,Cana_16,180,16,dead,True,937,,,,
UM-HET3,C2020,UM,f,UM99883,Cana_16,180,16,dead,True,906,,,,
UM-HET3,C2020,UM,f,UM99890,Cana_16,180,16,dead,True,612,,,,
UM-HET3,C2020,UM,m,UM100205,Cana_16,180,16,dead,True,648,,,,
UM-HET3,C2020,UM,m,UM100212,Cana_16,180,16,dead,True,966,,,,
UM-HET3,C2020,UM,m,UM100219,Cana_16,180,16,dead,True,1121,,,,
UM-HET3,C2020,UM,m,UM100443,Cana_16,180,16,dead,True,986,,,,
UM-HET3,C2020,UM,m,UM100450,Cana_16,180,16,dead,True,788,,,,
UM-HET3,C2020,UM,m,UM100457,Cana_16,180,16,dead,True,848,,,,
UM-HET3,C2020,UM,m,UM100835,Cana_16,180,16,dead,True,1082,,,,
UM-HET3,C2020,UM,m,UM100842,Cana_16,180,16,dead,True,915,,,,
UM-HET3,C2020,UM,m,UM100849,Cana_16,180,16,dead,True,362,,,,
UM-HET3,C2020,UM,m,UM101290,Cana_16,180,16,dead,True,1196,,,,
UM-HET3,C2020,UM,m,UM101297,Cana_16,180,16,removed,False,1224,,,,
UM-HET3,C2020,UM,m,UM101304,Cana_16,180,16,dead,True,967,,,,
UM-HET3,C2020,UM,m,UM101640,Cana_16,180,16,dead,True,1078,,,,
UM-HET3,C2020,UM,m,UM101647,Cana_16,180,16,dead,True,1097,,,,
UM-HET3,C2020,UM,m,UM101654,Cana_16,180,16,dead,True,787,,,,
UM-HET3,C2020,UM,m,UM95228,Cana_16,180,16,dead,True,962,,,,
UM-HET3,C2020,UM,m,UM95235,Cana_16,180,16,dead,True,1030,,,,
UM-HET3,C2020,UM,m,UM95242,Cana_16,180,16,dead,True,998,,,,
UM-HET3,C2020,UM,m,UM95935,Cana_16,180,16,dead,True,693,,,,
UM-HET3,C2020,UM,m,UM95942,Cana_16,180,16,dead,True,870,,,,
UM-HET3,C2020,UM,m,UM95949,Cana_16,180,16,dead,True,944,,,,
UM-HET3,C2020,UM,m,UM96369,Cana_16,180,16,dead,True,894,,,,
UM-HET3,C2020,UM,m,UM96376,Cana_16,180,16,dead,True,607,,,,
UM-HET3,C2020,UM,m,UM96383,Cana_16,180,16,dead,True,837,,,,
UM-HET3,C2020,UM,m,UM96614,Cana_16,180,16,dead,True,1061,,,,
UM-HET3,C2020,UM,m,UM96621,Cana_16,180,16,dead,True,553,,,,
UM-HET3,C2020,UM,m,UM96628,Cana_16,180,16,dead,True,178,,,,
UM-HET3,C2020,UM,m,UM97132,Cana_16,180,16,dead,True,1065,,,,
UM-HET3,C2020,UM,m,UM97139,Cana_16,180,16,dead,True,577,,,,
UM-HET3,C2020,UM,m,UM97146,Cana_16,180,16,dead,True,727,,,,
UM-HET3,C2020,UM,m,UM97384,Cana_16,180,16,dead,True,828,,,,
UM-HET3,C2020,UM,m,UM97391,Cana_16,180,16,dead,True,1043,,,,
UM-HET3,C2020,UM,m,UM97398,Cana_16,180,16,dead,True,685,,,,
UM-HET3,C2020,UM,m,UM97762,Cana_16,180,16,dead,True,1303,,,,
UM-HET3,C2020,UM,m,UM97769,Cana_16,180,16,dead,True,314,,,,
UM-HET3,C2020,UM,m,UM97776,Cana_16,180,16,dead,True,761,,,,
UM-HET3,C2020,UM,m,UM98217,Cana_16,180,16,dead,True,1210,,,,
UM-HET3,C2020,UM,m,UM98224,Cana_16,180,16,dead,True,1082,,,,
UM-HET3,C2020,UM,m,UM98231,Cana_16,180,16,dead,True,946,,,,
UM-HET3,C2020,UM,m,UM98777,Cana_16,180,16,dead,True,986,,,,
UM-HET3,C2020,UM,m,UM98784,Cana_16,180,16,dead,True,640,,,,
UM-HET3,C2020,UM,m,UM98791,Cana_16,180,16,dead,True,815,,,,
UM-HET3,C2020,UM,m,UM99078,Cana_16,180,16,dead,True,950,,,,
UM-HET3,C2020,UM,m,UM99085,Cana_16,180,16,dead,True,556,,,,
UM-HET3,C2020,UM,m,UM99092,Cana_16,180,16,dead,True,1316,,,,
UM-HET3,C2020,UM,m,UM99638,Cana_16,180,16,removed,False,729,,,,
UM-HET3,C2020,UM,m,UM99645,Cana_16,180,16,dead,True,466,,,,
UM-HET3,C2020,UM,m,UM99652,Cana_16,180,16,dead,True,787,,,,
UM-HET3,C2020,UM,m,UM99827,Cana_16,180,16,dead,True,875,,,,
UM-HET3,C2020,UM,m,UM99834,Cana_16,180,16,dead,True,1002,,,,
UM-HET3,C2020,UM,m,UM99841,Cana_16,180,16,dead,True,903,,,,
UM-HET3,C2020,UT,f,UT13585,Cana_16,180,16,dead,True,1004,,,,
UM-HET3,C2020,UT,f,UT13586,Cana_16,180,16,dead,True,686,,,,
UM-HET3,C2020,UT,f,UT13587,Cana_16,180,16,dead,True,831,,,,
UM-HET3,C2020,UT,f,UT13588,Cana_16,180,16,dead,True,970,,,,
UM-HET3,C2020,UT,f,UT13673,Cana_16,180,16,dead,True,967,,,,
UM-HET3,C2020,UT,f,UT13674,Cana_16,180,16,dead,True,705,,,,
UM-HET3,C2020,UT,f,UT13675,Cana_16,180,16,dead,True,973,,,,
UM-HET3,C2020,UT,f,UT13676,Cana_16,180,16,dead,True,1118,,,,
UM-HET3,C2020,UT,f,UT13751,Cana_16,180,16,dead,True,1184,,,,
UM-HET3,C2020,UT,f,UT13752,Cana_16,180,16,dead,True,866,,,,
UM-HET3,C2020,UT,f,UT13753,Cana_16,180,16,dead,True,798,,,,
UM-HET3,C2020,UT,f,UT13754,Cana_16,180,16,dead,True,714,,,,
UM-HET3,C2020,UT,f,UT13868,Cana_16,180,16,dead,True,933,,,,
UM-HET3,C2020,UT,f,UT13869,Cana_16,180,16,dead,True,813,,,,
UM-HET3,C2020,UT,f,UT13870,Cana_16,180,16,dead,True,726,,,,
UM-HET3,C2020,UT,f,UT13871,Cana_16,180,16,dead,True,1107,,,,
UM-HET3,C2020,UT,f,UT13971,Cana_16,180,16,dead,True,851,,,,
UM-HET3,C2020,UT,f,UT13972,Cana_16,180,16,dead,True,1011,,,,
UM-HET3,C2020,UT,f,UT13973,Cana_16,180,16,dead,True,606,,,,
UM-HET3,C2020,UT,f,UT13974,Cana_16,180,16,dead,True,762,,,,
UM-HET3,C2020,UT,f,UT14042,Cana_16,180,16,dead,True,745,,,,
UM-HET3,C2020,UT,f,UT14043,Cana_16,180,16,dead,True,989,,,,
UM-HET3,C2020,UT,f,UT14044,Cana_16,180,16,dead,True,889,,,,
UM-HET3,C2020,UT,f,UT14045,Cana_16,180,16,dead,True,768,,,,
UM-HET3,C2020,UT,f,UT14096,Cana_16,180,16,dead,True,817,,,,
UM-HET3,C2020,UT,f,UT14097,Cana_16,180,16,dead,True,977,,,,
UM-HET3,C2020,UT,f,UT14098,Cana_16,180,16,dead,True,1076,,,,
UM-HET3,C2020,UT,f,UT14099,Cana_16,180,16,dead,True,869,,,,
UM-HET3,C2020,UT,f,UT14179,Cana_16,180,16,dead,True,722,,,,
UM-HET3,C2020,UT,f,UT14180,Cana_16,180,16,dead,True,980,,,,
UM-HET3,C2020,UT,f,UT14181,Cana_16,180,16,dead,True,855,,,,
UM-HET3,C2020,UT,f,UT14182,Cana_16,180,16,dead,True,753,,,,
UM-HET3,C2020,UT,f,UT14276,Cana_16,180,16,dead,True,1056,,,,
UM-HET3,C2020,UT,f,UT14277,Cana_16,180,16,dead,True,1015,,,,
UM-HET3,C2020,UT,f,UT14278,Cana_16,180,16,dead,True,1106,,,,
UM-HET3,C2020,UT,f,UT14279,Cana_16,180,16,dead,True,672,,,,
UM-HET3,C2020,UT,f,UT14382,Cana_16,180,16,dead,True,955,,,,
UM-HET3,C2020,UT,f,UT14383,Cana_16,180,16,dead,True,571,,,,
UM-HET3,C2020,UT,f,UT14384,Cana_16,180,16,dead,True,1107,,,,
UM-HET3,C2020,UT,f,UT14385,Cana_16,180,16,dead,True,866,,,,
UM-HET3,C2020,UT,f,UT14466,Cana_16,180,16,dead,True,824,,,,
UM-HET3,C2020,UT,f,UT14467,Cana_16,180,16,dead,True,958,,,,
UM-HET3,C2020,UT,f,UT14468,Cana_16,180,16,dead,True,877,,,,
UM-HET3,C2020,UT,f,UT14469,Cana_16,180,16,dead,True,665,,,,
UM-HET3,C2020,UT,m,UT13656,Cana_16,180,16,dead,True,1104,,,,
UM-HET3,C2020,UT,m,UT13657,Cana_16,180,16,dead,True,1096,,,,
UM-HET3,C2020,UT,m,UT13658,Cana_16,180,16,dead,True,1043,,,,
UM-HET3,C2020,UT,m,UT13718,Cana_16,180,16,dead,True,1062,,,,
UM-HET3,C2020,UT,m,UT13719,Cana_16,180,16,dead,True,959,,,,
UM-HET3,C2020,UT,m,UT13720,Cana_16,180,16,dead,True,788,,,,
UM-HET3,C2020,UT,m,UT13738,Cana_16,180,16,dead,True,868,,,,
UM-HET3,C2020,UT,m,UT13739,Cana_16,180,16,dead,True,965,,,,
UM-HET3,C2020,UT,m,UT13740,Cana_16,180,16,dead,True,940,,,,
UM-HET3,C2020,UT,m,UT13741,Cana_16,180,16,dead,True,423,,,,
UM-HET3,C2020,UT,m,UT13742,Cana_16,180,16,dead,True,879,,,,
UM-HET3,C2020,UT,m,UT13743,Cana_16,180,16,dead,True,1129,,,,
UM-HET3,C2020,UT,m,UT13785,Cana_16,180,16,dead,True,1153,,,,
UM-HET3,C2020,UT,m,UT13786,Cana_16,180,16,dead,True,1075,,,,
UM-HET3,C2020,UT,m,UT13787,Cana_16,180,16,dead,True,386,,,,
UM-HET3,C2020,UT,m,UT13831,Cana_16,180,16,dead,True,1257,,,,
UM-HET3,C2020,UT,m,UT13832,Cana_16,180,16,dead,True,686,,,,
UM-HET3,C2020,UT,m,UT13833,Cana_16,180,16,dead,True,945,,,,
UM-HET3,C2020,UT,m,UT13930,Cana_16,180,16,dead,True,935,,,,
UM-HET3,C2020,UT,m,UT13931,Cana_16,180,16,dead,True,1152,,,,
UM-HET3,C2020,UT,m,UT13932,Cana_16,180,16,dead,True,683,,,,
UM-HET3,C2020,UT,m,UT13961,Cana_16,180,16,dead,True,1164,,,,
UM-HET3,C2020,UT,m,UT13962,Cana_16,180,16,dead,True,819,,,,
UM-HET3,C2020,UT,m,UT13963,Cana_16,180,16,dead,True,897,,,,
UM-HET3,C2020,UT,m,UT13995,Cana_16,180,16,dead,True,367,,,,
UM-HET3,C2020,UT,m,UT13996,Cana_16,180,16,dead,True,1055,,,,
UM-HET3,C2020,UT,m,UT13997,Cana_16,180,16,dead,True,911,,,,
UM-HET3,C2020,UT,m,UT14093,Cana_16,180,16,dead,True,1098,,,,
UM-HET3,C2020,UT,m,UT14094,Cana_16,180,16,dead,True,894,,,,
UM-HET3,C2020,UT,m,UT14095,Cana_16,180,16,dead,True,881,,,,
UM-HET3,C2020,UT,m,UT14106,Cana_16,180,16,dead,True,682,,,,
UM-HET3,C2020,UT,m,UT14107,Cana_16,180,16,dead,True,1221,,,,
UM-HET3,C2020,UT,m,UT14108,Cana_16,180,16,dead,True,844,,,,
UM-HET3,C2020,UT,m,UT14173,Cana_16,180,16,dead,True,915,,,,
UM-HET3,C2020,UT,m,UT14174,Cana_16,180,16,dead,True,997,,,,
UM-HET3,C2020,UT,m,UT14175,Cana_16,180,16,dead,True,979,,,,
UM-HET3,C2020,UT,m,UT14229,Cana_16,180,16,dead,True,894,,,,
UM-HET3,C2020,UT,m,UT14230,Cana_16,180,16,dead,True,1052,,,,
UM-HET3,C2020,UT,m,UT14231,Cana_16,180,16,dead,True,815,,,,
UM-HET3,C2020,UT,m,UT14283,Cana_16,180,16,dead,True,889,,,,
UM-HET3,C2020,UT,m,UT14284,Cana_16,180,16,dead,True,1225,,,,
UM-HET3,C2020,UT,m,UT14285,Cana_16,180,16,dead,True,1144,,,,
UM-HET3,C2020,UT,m,UT14390,Cana_16,180,16,dead,True,941,,,,
UM-HET3,C2020,UT,m,UT14391,Cana_16,180,16,dead,True,900,,,,
UM-HET3,C2020,UT,m,UT14392,Cana_16,180,16,dead,True,799,,,,
UM-HET3,C2020,UT,m,UT14393,Cana_16,180,16,dead,True,1013,,,,
UM-HET3,C2020,UT,m,UT14394,Cana_16,180,16,dead,True,1152,,,,
UM-HET3,C2020,UT,m,UT14395,Cana_16,180,16,dead,True,796,,,,
UM-HET3,C2020,UT,m,UT14480,Cana_16,180,16,dead,True,417,,,,
UM-HET3,C2020,UT,m,UT14481,Cana_16,180,16,dead,True,928,,,,
UM-HET3,C2020,UT,m,UT14482,Cana_16,180,16,dead,True,1028,,,,
UM-HET3,C2020,TJL,f,JL21009,Control,0,,dead,True,1300,,,,
UM-HET3,C2020,TJL,f,JL21010,Control,0,,dead,True,1073,,,,
UM-HET3,C2020,TJL,f,JL21011,Control,0,,dead,True,949,,,,
UM-HET3,C2020,TJL,f,JL21012,Control,0,,dead,True,1096,,,,
UM-HET3,C2020,TJL,f,JL21069,Control,0,,dead,True,898,,,,
UM-HET3,C2020,TJL,f,JL21070,Control,0,,dead,True,1008,,,,
UM-HET3,C2020,TJL,f,JL21071,Control,0,,dead,True,898,,,,
UM-HET3,C2020,TJL,f,JL21072,Control,0,,dead,True,896,,,,
UM-HET3,C2020,TJL,f,JL21097,Control,0,,dead,True,981,,,,
UM-HET3,C2020,TJL,f,JL21098,Control,0,,dead,True,916,,,,
UM-HET3,C2020,TJL,f,JL21099,Control,0,,dead,True,927,,,,
UM-HET3,C2020,TJL,f,JL21100,Control,0,,dead,True,680,,,,
UM-HET3,C2020,TJL,f,JL21146,Control,0,,dead,True,1061,,,,
UM-HET3,C2020,TJL,f,JL21147,Control,0,,dead,True,771,,,,
UM-HET3,C2020,TJL,f,JL21148,Control,0,,dead,True,885,,,,
UM-HET3,C2020,TJL,f,JL21149,Control,0,,dead,True,1081,,,,
UM-HET3,C2020,TJL,f,JL21198,Control,0,,dead,True,981,,,,
UM-HET3,C2020,TJL,f,JL21199,Control,0,,dead,True,1147,,,,
UM-HET3,C2020,TJL,f,JL21200,Control,0,,dead,True,638,,,,
UM-HET3,C2020,TJL,f,JL21201,Control,0,,dead,True,932,,,,
UM-HET3,C2020,TJL,f,JL21209,Control,0,,dead,True,1098,,,,
UM-HET3,C2020,TJL,f,JL21210,Control,0,,dead,True,966,,,,
UM-HET3,C2020,TJL,f,JL21211,Control,0,,dead,True,861,,,,
UM-HET3,C2020,TJL,f,JL21212,Control,0,,dead,True,975,,,,
UM-HET3,C2020,TJL,f,JL21268,Control,0,,dead,True,1084,,,,
UM-HET3,C2020,TJL,f,JL21269,Control,0,,dead,True,972,,,,
UM-HET3,C2020,TJL,f,JL21270,Control,0,,dead,True,1009,,,,
UM-HET3,C2020,TJL,f,JL21271,Control,0,,dead,True,630,,,,
UM-HET3,C2020,TJL,f,JL21299,Control,0,,dead,True,833,,,,
UM-HET3,C2020,TJL,f,JL21300,Control,0,,dead,True,992,,,,
UM-HET3,C2020,TJL,f,JL21301,Control,0,,dead,True,931,,,,
UM-HET3,C2020,TJL,f,JL21302,Control,0,,dead,True,872,,,,
UM-HET3,C2020,TJL,f,JL21340,Control,0,,dead,True,855,,,,
UM-HET3,C2020,TJL,f,JL21341,Control,0,,dead,True,913,,,,
UM-HET3,C2020,TJL,f,JL21342,Control,0,,dead,True,1114,,,,
UM-HET3,C2020,TJL,f,JL21343,Control,0,,dead,True,951,,,,
UM-HET3,C2020,TJL,f,JL21361,Control,0,,dead,True,1081,,,,
UM-HET3,C2020,TJL,f,JL21362,Control,0,,dead,True,1078,,,,
UM-HET3,C2020,TJL,f,JL21363,Control,0,,dead,True,884,,,,
UM-HET3,C2020,TJL,f,JL21364,Control,0,,dead,True,662,,,,
UM-HET3,C2020,TJL,f,JL21422,Control,0,,dead,True,878,,,,
UM-HET3,C2020,TJL,f,JL21423,Control,0,,dead,True,768,,,,
UM-HET3,C2020,TJL,f,JL21424,Control,0,,dead,True,1054,,,,
UM-HET3,C2020,TJL,f,JL21425,Control,0,,dead,True,973,,,,
UM-HET3,C2020,TJL,f,JL21448,Control,0,,dead,True,667,,,,
UM-HET3,C2020,TJL,f,JL21449,Control,0,,dead,True,1001,,,,
UM-HET3,C2020,TJL,f,JL21450,Control,0,,dead,True,722,,,,
UM-HET3,C2020,TJL,f,JL21451,Control,0,,dead,True,949,,,,
UM-HET3,C2020,TJL,f,JL21499,Control,0,,dead,True,984,,,,
UM-HET3,C2020,TJL,f,JL21500,Control,0,,dead,True,875,,,,
UM-HET3,C2020,TJL,f,JL21501,Control,0,,dead,True,620,,,,
UM-HET3,C2020,TJL,f,JL21502,Control,0,,dead,True,807,,,,
UM-HET3,C2020,TJL,f,JL21523,Control,0,,dead,True,1159,,,,
UM-HET3,C2020,TJL,f,JL21524,Control,0,,dead,True,742,,,,
UM-HET3,C2020,TJL,f,JL21525,Control,0,,dead,True,953,,,,
UM-HET3,C2020,TJL,f,JL21526,Control,0,,dead,True,1131,,,,
UM-HET3,C2020,TJL,f,JL21600,Control,0,,dead,True,751,,,,
UM-HET3,C2020,TJL,f,JL21601,Control,0,,dead,True,1199,,,,
UM-HET3,C2020,TJL,f,JL21602,Control,0,,dead,True,846,,,,
UM-HET3,C2020,TJL,f,JL21603,Control,0,,dead,True,916,,,,
UM-HET3,C2020,TJL,f,JL21612,Control,0,,dead,True,1105,,,,
UM-HET3,C2020,TJL,f,JL21613,Control,0,,dead,True,1088,,,,
UM-HET3,C2020,TJL,f,JL21614,Control,0,,dead,True,1109,,,,
UM-HET3,C2020,TJL,f,JL21615,Control,0,,dead,True,1070,,,,
UM-HET3,C2020,TJL,f,JL21718,Control,0,,dead,True,936,,,,
UM-HET3,C2020,TJL,f,JL21719,Control,0,,dead,True,622,,,,
UM-HET3,C2020,TJL,f,JL21720,Control,0,,dead,True,602,,,,
UM-HET3,C2020,TJL,f,JL21721,Control,0,,dead,True,876,,,,
UM-HET3,C2020,TJL,f,JL21726,Control,0,,dead,True,1035,,,,
