population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days),l,m,n,o
UM-HET3,C2019,TJL,f,JL19387,Mec,800,12,dead,True,820,,,,
UM-HET3,C2019,TJL,f,JL19388,Mec,800,12,dead,True,1023,,,,
UM-HET3,C2019,TJL,f,JL19497,Mec,800,12,dead,True,731,,,,
UM-HET3,C2019,TJL,f,JL19498,Mec,800,12,dead,True,1146,,,,
UM-HET3,C2019,TJL,f,JL19499,Mec,800,12,dead,True,1005,,,,
UM-HET3,C2019,TJL,f,JL19500,Mec,800,12,dead,True,1085,,,,
UM-HET3,C2019,TJL,f,JL19579,Mec,800,12,dead,True,1067,,,,
UM-HET3,C2019,TJL,f,JL19580,Mec,800,12,dead,True,717,,,,
UM-HET3,C2019,TJL,f,JL19581,Mec,800,12,dead,True,613,,,,
UM-HET3,C2019,TJL,f,JL19582,Mec,800,12,dead,True,780,,,,
UM-HET3,C2019,TJL,f,JL19658,Mec,800,12,dead,True,835,,,,
UM-HET3,C2019,TJL,f,JL19659,Mec,800,12,dead,True,863,,,,
UM-HET3,C2019,TJL,f,JL19660,Mec,800,12,dead,True,784,,,,
UM-HET3,C2019,TJL,f,JL19661,Mec,800,12,dead,True,1049,,,,
UM-HET3,C2019,TJL,f,JL19756,Mec,800,12,dead,True,896,,,,
UM-HET3,C2019,TJL,f,JL19757,Mec,800,12,dead,True,1071,,,,
UM-HET3,C2019,TJL,f,JL19758,Mec,800,12,dead,True,758,,,,
UM-HET3,C2019,TJL,f,JL19759,Mec,800,12,dead,True,1128,,,,
UM-HET3,C2019,TJL,f,JL19807,Mec,800,12,dead,True,842,,,,
UM-HET3,C2019,TJL,f,JL19808,Mec,800,12,dead,True,809,,,,
UM-HET3,C2019,TJL,f,JL19809,Mec,800,12,dead,True,826,,,,
UM-HET3,C2019,TJL,f,JL19810,Mec,800,12,dead,True,1154,,,,
UM-HET3,C2019,TJL,f,JL19906,Mec,800,12,dead,True,804,,,,
UM-HET3,C2019,TJL,f,JL19907,Mec,800,12,dead,True,1044,,,,
UM-HET3,C2019,TJL,f,JL19908,Mec,800,12,dead,True,334,,,,
UM-HET3,C2019,TJL,f,JL19909,Mec,800,12,dead,True,285,,,,
UM-HET3,C2019,TJL,m,JL19027,Mec,800,12,dead,True,961,,,,
UM-HET3,C2019,TJL,m,JL19028,Mec,800,12,dead,True,747,,,,
UM-HET3,C2019,TJL,m,JL19029,Mec,800,12,dead,True,955,,,,
UM-HET3,C2019,TJL,m,JL19099,Mec,800,12,dead,True,928,,,,
UM-HET3,C2019,TJL,m,JL19100,Mec,800,12,dead,True,773,,,,
UM-HET3,C2019,TJL,m,JL19101,Mec,800,12,dead,True,675,,,,
UM-HET3,C2019,TJL,m,JL19111,Mec,800,12,dead,True,805,,,,
UM-HET3,C2019,TJL,m,JL19112,Mec,800,12,dead,True,949,,,,
UM-HET3,C2019,TJL,m,JL19113,Mec,800,12,dead,True,1137,,,,
UM-HET3,C2019,TJL,m,JL19174,Mec,800,12,dead,True,1104,,,,
UM-HET3,C2019,TJL,m,JL19175,Mec,800,12,dead,True,957,,,,
UM-HET3,C2019,TJL,m,JL19176,Mec,800,12,dead,True,737,,,,
UM-HET3,C2019,TJL,m,JL19261,Mec,800,12,dead,True,911,,,,
UM-HET3,C2019,TJL,m,JL19262,Mec,800,12,dead,True,942,,,,
UM-HET3,C2019,TJL,m,JL19263,Mec,800,12,dead,True,861,,,,
UM-HET3,C2019,TJL,m,JL19304,Mec,800,12,dead,True,806,,,,
UM-HET3,C2019,TJL,m,JL19305,Mec,800,12,dead,True,773,,,,
UM-HET3,C2019,TJL,m,JL19306,Mec,800,12,dead,True,442,,,,
UM-HET3,C2019,TJL,m,JL19333,Mec,800,12,dead,True,790,,,,
UM-HET3,C2019,TJL,m,JL19334,Mec,800,12,dead,True,978,,,,
UM-HET3,C2019,TJL,m,JL19335,Mec,800,12,dead,True,683,,,,
UM-HET3,C2019,TJL,m,JL19379,Mec,800,12,dead,True,753,,,,
UM-HET3,C2019,TJL,m,JL19380,Mec,800,12,dead,True,1168,,,,
UM-HET3,C2019,TJL,m,JL19381,Mec,800,12,dead,True,1020,,,,
UM-HET3,C2019,TJL,m,JL19423,Mec,800,12,dead,True,1206,,,,
UM-HET3,C2019,TJL,m,JL19424,Mec,800,12,dead,True,928,,,,
UM-HET3,C2019,TJL,m,JL19425,Mec,800,12,dead,True,1085,,,,
UM-HET3,C2019,TJL,m,JL19494,Mec,800,12,dead,True,742,,,,
UM-HET3,C2019,TJL,m,JL19495,Mec,800,12,dead,True,786,,,,
UM-HET3,C2019,TJL,m,JL19496,Mec,800,12,dead,True,223,,,,
UM-HET3,C2019,TJL,m,JL19564,Mec,800,12,dead,True,1200,,,,
UM-HET3,C2019,TJL,m,JL19565,Mec,800,12,dead,True,939,,,,
UM-HET3,C2019,TJL,m,JL19566,Mec,800,12,dead,True,344,,,,
UM-HET3,C2019,TJL,m,JL19607,Mec,800,12,dead,True,938,,,,
UM-HET3,C2019,TJL,m,JL19608,Mec,800,12,dead,True,895,,,,
UM-HET3,C2019,TJL,m,JL19609,Mec,800,12,dead,True,1019,,,,
UM-HET3,C2019,TJL,m,JL19673,Mec,800,12,dead,True,1009,,,,
UM-HET3,C2019,TJL,m,JL19674,Mec,800,12,dead,True,841,,,,
UM-HET3,C2019,TJL,m,JL19675,Mec,800,12,dead,True,991,,,,
UM-HET3,C2019,TJL,m,JL19706,Mec,800,12,dead,True,858,,,,
UM-HET3,C2019,TJL,m,JL19707,Mec,800,12,dead,True,795,,,,
UM-HET3,C2019,TJL,m,JL19708,Mec,800,12,dead,True,323,,,,
UM-HET3,C2019,TJL,m,JL19729,Mec,800,12,removed,False,363,,,,
UM-HET3,C2019,TJL,m,JL19730,Mec,800,12,removed,False,363,,,,
UM-HET3,C2019,TJL,m,JL19731,Mec,800,12,removed,False,363,,,,
UM-HET3,C2019,TJL,m,JL19794,Mec,800,12,dead,True,732,,,,
UM-HET3,C2019,TJL,m,JL19795,Mec,800,12,dead,True,312,,,,
UM-HET3,C2019,TJL,m,JL19796,Mec,800,12,dead,True,1040,,,,
UM-HET3,C2019,TJL,m,JL19861,Mec,800,12,dead,True,707,,,,
UM-HET3,C2019,TJL,m,JL19862,Mec,800,12,dead,True,949,,,,
UM-HET3,C2019,TJL,m,JL19863,Mec,800,12,dead,True,1140,,,,
UM-HET3,C2019,TJL,m,JL19890,Mec,800,12,dead,True,911,,,,
UM-HET3,C2019,TJL,m,JL19891,Mec,800,12,dead,True,941,,,,
UM-HET3,C2019,TJL,m,JL19892,Mec,800,12,dead,True,1028,,,,
UM-HET3,C2019,UM,f,UM87647,Mec,800,12,dead,True,755,,,,
UM-HET3,C2019,UM,f,UM87654,Mec,800,12,dead,True,812,,,,
UM-HET3,C2019,UM,f,UM87661,Mec,800,12,dead,True,1071,,,,
UM-HET3,C2019,UM,f,UM87668,Mec,800,12,dead,True,845,,,,
UM-HET3,C2019,UM,f,UM88214,Mec,800,12,dead,True,894,,,,
UM-HET3,C2019,UM,f,UM88221,Mec,800,12,dead,True,718,,,,
UM-HET3,C2019,UM,f,UM88228,Mec,800,12,dead,True,845,,,,
UM-HET3,C2019,UM,f,UM88235,Mec,800,12,dead,True,905,,,,
UM-HET3,C2019,UM,f,UM88746,Mec,800,12,dead,True,1021,,,,
UM-HET3,C2019,UM,f,UM88753,Mec,800,12,dead,True,832,,,,
UM-HET3,C2019,UM,f,UM88760,Mec,800,12,dead,True,964,,,,
UM-HET3,C2019,UM,f,UM88767,Mec,800,12,dead,True,1080,,,,
UM-HET3,C2019,UM,f,UM89376,Mec,800,12,dead,True,1043,,,,
UM-HET3,C2019,UM,f,UM89383,Mec,800,12,dead,True,877,,,,
UM-HET3,C2019,UM,f,UM89390,Mec,800,12,dead,True,851,,,,
UM-HET3,C2019,UM,f,UM89397,Mec,800,12,dead,True,823,,,,
UM-HET3,C2019,UM,f,UM89635,Mec,800,12,dead,True,950,,,,
UM-HET3,C2019,UM,f,UM89642,Mec,800,12,dead,True,1009,,,,
UM-HET3,C2019,UM,f,UM89649,Mec,800,12,dead,True,812,,,,
UM-HET3,C2019,UM,f,UM89656,Mec,800,12,dead,True,800,,,,
UM-HET3,C2019,UM,f,UM90251,Mec,800,12,dead,True,1056,,,,
UM-HET3,C2019,UM,f,UM90258,Mec,800,12,dead,True,761,,,,
UM-HET3,C2019,UM,f,UM90265,Mec,800,12,dead,True,705,,,,
UM-HET3,C2019,UM,f,UM90272,Mec,800,12,dead,True,1048,,,,
UM-HET3,C2019,UM,f,UM90797,Mec,800,12,dead,True,1123,,,,
UM-HET3,C2019,UM,f,UM90804,Mec,800,12,dead,True,1163,,,,
UM-HET3,C2019,UM,f,UM90811,Mec,800,12,dead,True,666,,,,
UM-HET3,C2019,UM,f,UM90818,Mec,800,12,dead,True,896,,,,
UM-HET3,C2019,UM,f,UM91476,Mec,800,12,dead,True,948,,,,
UM-HET3,C2019,UM,f,UM91483,Mec,800,12,dead,True,1017,,,,
UM-HET3,C2019,UM,f,UM91490,Mec,800,12,dead,True,861,,,,
UM-HET3,C2019,UM,f,UM91497,Mec,800,12,dead,True,1151,,,,
UM-HET3,C2019,UM,f,UM92134,Mec,800,12,dead,True,749,,,,
UM-HET3,C2019,UM,f,UM92141,Mec,800,12,dead,True,768,,,,
UM-HET3,C2019,UM,f,UM92148,Mec,800,12,dead,True,1044,,,,
UM-HET3,C2019,UM,f,UM92155,Mec,800,12,dead,True,912,,,,
UM-HET3,C2019,UM,f,UM92890,Mec,800,12,dead,True,994,,,,
UM-HET3,C2019,UM,f,UM92897,Mec,800,12,dead,True,1013,,,,
UM-HET3,C2019,UM,f,UM92904,Mec,800,12,dead,True,681,,,,
UM-HET3,C2019,UM,f,UM92911,Mec,800,12,dead,True,919,,,,
UM-HET3,C2019,UM,f,UM93520,Mec,800,12,dead,True,1106,,,,
UM-HET3,C2019,UM,f,UM93527,Mec,800,12,dead,True,525,,,,
UM-HET3,C2019,UM,f,UM93534,Mec,800,12,dead,True,1106,,,,
UM-HET3,C2019,UM,f,UM93541,Mec,800,12,dead,True,805,,,,
UM-HET3,C2019,UM,m,UM87731,Mec,800,12,dead,True,799,,,,
UM-HET3,C2019,UM,m,UM87738,Mec,800,12,dead,True,702,,,,
UM-HET3,C2019,UM,m,UM87745,Mec,800,12,dead,True,1055,,,,
UM-HET3,C2019,UM,m,UM88340,Mec,800,12,dead,True,970,,,,
UM-HET3,C2019,UM,m,UM88347,Mec,800,12,dead,True,233,,,,
UM-HET3,C2019,UM,m,UM88354,Mec,800,12,dead,True,1079,,,,
UM-HET3,C2019,UM,m,UM88487,Mec,800,12,dead,True,1070,,,,
UM-HET3,C2019,UM,m,UM88494,Mec,800,12,dead,True,746,,,,
UM-HET3,C2019,UM,m,UM88501,Mec,800,12,dead,True,582,,,,
UM-HET3,C2019,UM,m,UM89110,Mec,800,12,dead,True,1160,,,,
UM-HET3,C2019,UM,m,UM89117,Mec,800,12,dead,True,1085,,,,
UM-HET3,C2019,UM,m,UM89124,Mec,800,12,dead,True,1121,,,,
UM-HET3,C2019,UM,m,UM89425,Mec,800,12,dead,True,819,,,,
UM-HET3,C2019,UM,m,UM89432,Mec,800,12,dead,True,860,,,,
UM-HET3,C2019,UM,m,UM89439,Mec,800,12,dead,True,1126,,,,
UM-HET3,C2019,UM,m,UM89754,Mec,800,12,dead,True,977,,,,
UM-HET3,C2019,UM,m,UM89761,Mec,800,12,dead,True,1191,,,,
UM-HET3,C2019,UM,m,UM89768,Mec,800,12,dead,True,885,,,,
UM-HET3,C2019,UM,m,UM89964,Mec,800,12,dead,True,1218,,,,
UM-HET3,C2019,UM,m,UM89971,Mec,800,12,dead,True,1205,,,,
UM-HET3,C2019,UM,m,UM89978,Mec,800,12,dead,True,960,,,,
UM-HET3,C2019,UM,m,UM90118,Mec,800,12,dead,True,1183,,,,
UM-HET3,C2019,UM,m,UM90125,Mec,800,12,dead,True,980,,,,
UM-HET3,C2019,UM,m,UM90132,Mec,800,12,dead,True,847,,,,
UM-HET3,C2019,UM,m,UM90951,Mec,800,12,dead,True,694,,,,
UM-HET3,C2019,UM,m,UM90965,Mec,800,12,dead,True,857,,,,
UM-HET3,C2019,UM,m,UM91077,Mec,800,12,removed,False,128,,,,
UM-HET3,C2019,UM,m,UM91084,Mec,800,12,removed,False,128,,,,
UM-HET3,C2019,UM,m,UM91091,Mec,800,12,removed,False,128,,,,
UM-HET3,C2019,UM,m,UM91245,Mec,800,12,dead,True,1058,,,,
UM-HET3,C2019,UM,m,UM91252,Mec,800,12,dead,True,622,,,,
UM-HET3,C2019,UM,m,UM91259,Mec,800,12,dead,True,1185,,,,
UM-HET3,C2019,UM,m,UM91567,Mec,800,12,dead,True,1009,,,,
UM-HET3,C2019,UM,m,UM91574,Mec,800,12,dead,True,942,,,,
UM-HET3,C2019,UM,m,UM91581,Mec,800,12,dead,True,470,,,,
UM-HET3,C2019,UM,m,UM92239,Mec,800,12,dead,True,1059,,,,
UM-HET3,C2019,UM,m,UM92246,Mec,800,12,dead,True,644,,,,
UM-HET3,C2019,UM,m,UM92253,Mec,800,12,dead,True,936,,,,
UM-HET3,C2019,UM,m,UM92281,Mec,800,12,dead,True,943,,,,
UM-HET3,C2019,UM,m,UM92288,Mec,800,12,dead,True,784,,,,
UM-HET3,C2019,UM,m,UM92295,Mec,800,12,removed,False,46,,,,
UM-HET3,C2019,UM,m,UM92673,Mec,800,12,dead,True,1187,,,,
UM-HET3,C2019,UM,m,UM92680,Mec,800,12,dead,True,756,,,,
UM-HET3,C2019,UM,m,UM92687,Mec,800,12,dead,True,708,,,,
UM-HET3,C2019,UM,m,UM93051,Mec,800,12,dead,True,1222,,,,
UM-HET3,C2019,UM,m,UM93058,Mec,800,12,dead,True,751,,,,
UM-HET3,C2019,UM,m,UM93065,Mec,800,12,dead,True,877,,,,
UM-HET3,C2019,UM,m,UM93240,Mec,800,12,dead,True,907,,,,
UM-HET3,C2019,UM,m,UM93247,Mec,800,12,dead,True,1158,,,,
UM-HET3,C2019,UM,m,UM93254,Mec,800,12,dead,True,1256,,,,
UM-HET3,C2019,UT,f,UT12425,Mec,800,12,dead,True,1050,,,,
UM-HET3,C2019,UT,f,UT12426,Mec,800,12,dead,True,962,,,,
UM-HET3,C2019,UT,f,UT12427,Mec,800,12,dead,True,1022,,,,
UM-HET3,C2019,UT,f,UT12428,Mec,800,12,dead,True,772,,,,
UM-HET3,C2019,UT,f,UT12495,Mec,800,12,dead,True,866,,,,
UM-HET3,C2019,UT,f,UT12496,Mec,800,12,dead,True,1064,,,,
UM-HET3,C2019,UT,f,UT12497,Mec,800,12,dead,True,1037,,,,
UM-HET3,C2019,UT,f,UT12498,Mec,800,12,dead,True,647,,,,
UM-HET3,C2019,UT,f,UT12613,Mec,800,12,dead,True,859,,,,
UM-HET3,C2019,UT,f,UT12614,Mec,800,12,dead,True,842,,,,
UM-HET3,C2019,UT,f,UT12615,Mec,800,12,dead,True,1140,,,,
UM-HET3,C2019,UT,f,UT12616,Mec,800,12,dead,True,433,,,,
UM-HET3,C2019,UT,f,UT12702,Mec,800,12,dead,True,690,,,,
UM-HET3,C2019,UT,f,UT12703,Mec,800,12,dead,True,1114,,,,
UM-HET3,C2019,UT,f,UT12704,Mec,800,12,dead,True,932,,,,
UM-HET3,C2019,UT,f,UT12705,Mec,800,12,dead,True,698,,,,
UM-HET3,C2019,UT,f,UT12744,Mec,800,12,dead,True,523,,,,
UM-HET3,C2019,UT,f,UT12745,Mec,800,12,dead,True,975,,,,
UM-HET3,C2019,UT,f,UT12746,Mec,800,12,dead,True,855,,,,
UM-HET3,C2019,UT,f,UT12747,Mec,800,12,dead,True,801,,,,
UM-HET3,C2019,UT,f,UT12855,Mec,800,12,dead,True,779,,,,
UM-HET3,C2019,UT,f,UT12856,Mec,800,12,dead,True,975,,,,
UM-HET3,C2019,UT,f,UT12857,Mec,800,12,dead,True,1024,,,,
UM-HET3,C2019,UT,f,UT12858,Mec,800,12,dead,True,1054,,,,
UM-HET3,C2019,UT,f,UT12946,Mec,800,12,dead,True,816,,,,
UM-HET3,C2019,UT,f,UT12947,Mec,800,12,dead,True,733,,,,
UM-HET3,C2019,UT,f,UT12948,Mec,800,12,dead,True,991,,,,
UM-HET3,C2019,UT,f,UT12949,Mec,800,12,dead,True,841,,,,
UM-HET3,C2019,UT,f,UT13051,Mec,800,12,dead,True,546,,,,
UM-HET3,C2019,UT,f,UT13052,Mec,800,12,dead,True,170,,,,
UM-HET3,C2019,UT,f,UT13053,Mec,800,12,dead,True,876,,,,
UM-HET3,C2019,UT,f,UT13054,Mec,800,12,dead,True,944,,,,
UM-HET3,C2019,UT,f,UT13101,Mec,800,12,dead,True,1012,,,,
UM-HET3,C2019,UT,f,UT13102,Mec,800,12,dead,True,1122,,,,
UM-HET3,C2019,UT,f,UT13103,Mec,800,12,dead,True,985,,,,
UM-HET3,C2019,UT,f,UT13104,Mec,800,12,dead,True,989,,,,
UM-HET3,C2019,UT,f,UT13190,Mec,800,12,dead,True,724,,,,
UM-HET3,C2019,UT,f,UT13191,Mec,800,12,dead,True,884,,,,
UM-HET3,C2019,UT,f,UT13192,Mec,800,12,dead,True,967,,,,
UM-HET3,C2019,UT,f,UT13193,Mec,800,12,dead,True,942,,,,
UM-HET3,C2019,UT,f,UT13214,Mec,800,12,dead,True,1088,,,,
UM-HET3,C2019,UT,f,UT13215,Mec,800,12,dead,True,919,,,,
UM-HET3,C2019,UT,f,UT13216,Mec,800,12,dead,True,1081,,,,
UM-HET3,C2019,UT,f,UT13217,Mec,800,12,dead,True,915,,,,
UM-HET3,C2019,UT,m,UT12419,Mec,800,12,dead,True,321,,,,
UM-HET3,C2019,UT,m,UT12420,Mec,800,12,dead,True,575,,,,
UM-HET3,C2019,UT,m,UT12421,Mec,800,12,dead,True,761,,,,
UM-HET3,C2019,UT,m,UT12488,Mec,800,12,dead,True,533,,,,
UM-HET3,C2019,UT,m,UT12489,Mec,800,12,dead,True,1097,,,,
UM-HET3,C2019,UT,m,UT12490,Mec,800,12,dead,True,1053,,,,
UM-HET3,C2019,UT,m,UT12570,Mec,800,12,dead,True,1039,,,,
UM-HET3,C2019,UT,m,UT12571,Mec,800,12,dead,True,1032,,,,
UM-HET3,C2019,UT,m,UT12572,Mec,800,12,dead,True,853,,,,
UM-HET3,C2019,UT,m,UT12590,Mec,800,12,dead,True,1042,,,,
UM-HET3,C2019,UT,m,UT12591,Mec,800,12,dead,True,573,,,,
UM-HET3,C2019,UT,m,UT12592,Mec,800,12,dead,True,1092,,,,
UM-HET3,C2019,UT,m,UT12634,Mec,800,12,dead,True,909,,,,
UM-HET3,C2019,UT,m,UT12635,Mec,800,12,dead,True,804,,,,
UM-HET3,C2019,UT,m,UT12636,Mec,800,12,dead,True,389,,,,
UM-HET3,C2019,UT,m,UT12685,Mec,800,12,dead,True,682,,,,
UM-HET3,C2019,UT,m,UT12686,Mec,800,12,dead,True,913,,,,
UM-HET3,C2019,UT,m,UT12687,Mec,800,12,dead,True,816,,,,
UM-HET3,C2019,UT,m,UT12748,Mec,800,12,dead,True,622,,,,
UM-HET3,C2019,UT,m,UT12749,Mec,800,12,dead,True,655,,,,
UM-HET3,C2019,UT,m,UT12750,Mec,800,12,dead,True,246,,,,
UM-HET3,C2019,UT,m,UT12824,Mec,800,12,dead,True,815,,,,
UM-HET3,C2019,UT,m,UT12825,Mec,800,12,dead,True,392,,,,
UM-HET3,C2019,UT,m,UT12826,Mec,800,12,dead,True,552,,,,
UM-HET3,C2019,UT,m,UT12863,Mec,800,12,dead,True,256,,,,
UM-HET3,C2019,UT,m,UT12864,Mec,800,12,dead,True,864,,,,
UM-HET3,C2019,UT,m,UT12865,Mec,800,12,dead,True,982,,,,
UM-HET3,C2019,UT,m,UT12916,Mec,800,12,dead,True,351,,,,
UM-HET3,C2019,UT,m,UT12917,Mec,800,12,dead,True,1036,,,,
UM-HET3,C2019,UT,m,UT12918,Mec,800,12,dead,True,305,,,,
UM-HET3,C2019,UT,m,UT12936,Mec,800,12,dead,True,725,,,,
UM-HET3,C2019,UT,m,UT12937,Mec,800,12,dead,True,337,,,,
UM-HET3,C2019,UT,m,UT12938,Mec,800,12,dead,True,412,,,,
UM-HET3,C2019,UT,m,UT12998,Mec,800,12,dead,True,420,,,,
UM-HET3,C2019,UT,m,UT12999,Mec,800,12,dead,True,823,,,,
UM-HET3,C2019,UT,m,UT13000,Mec,800,12,dead,True,643,,,,
UM-HET3,C2019,UT,m,UT13062,Mec,800,12,dead,True,846,,,,
UM-HET3,C2019,UT,m,UT13063,Mec,800,12,dead,True,897,,,,
UM-HET3,C2019,UT,m,UT13064,Mec,800,12,dead,True,878,,,,
UM-HET3,C2019,UT,m,UT13109,Mec,800,12,dead,True,774,,,,
UM-HET3,C2019,UT,m,UT13110,Mec,800,12,dead,True,1087,,,,
UM-HET3,C2019,UT,m,UT13111,Mec,800,12,dead,True,359,,,,
UM-HET3,C2019,UT,m,UT13165,Mec,800,12,dead,True,961,,,,
UM-HET3,C2019,UT,m,UT13166,Mec,800,12,dead,True,874,,,,
UM-HET3,C2019,UT,m,UT13167,Mec,800,12,dead,True,768,,,,
UM-HET3,C2019,UT,m,UT13231,Mec,800,12,dead,True,726,,,,
UM-HET3,C2019,UT,m,UT13232,Mec,800,12,dead,True,889,,,,
UM-HET3,C2019,UT,m,UT13233,Mec,800,12,dead,True,896,,,,
UM-HET3,C2019,UT,m,UT13286,Mec,800,12,dead,True,1171,,,,
UM-HET3,C2019,UT,m,UT13287,Mec,800,12,dead,True,1167,,,,
UM-HET3,C2019,UT,m,UT13288,Mec,800,12,dead,True,1007,,,,
UM-HET3,C2019,TJL,f,JL19015,MPA,6.7,9,dead,True,700,,,,
UM-HET3,C2019,TJL,f,JL19016,MPA,6.7,9,dead,True,670,,,,
UM-HET3,C2019,TJL,f,JL19017,MPA,6.7,9,dead,True,924,,,,
UM-HET3,C2019,TJL,f,JL19018,MPA,6.7,9,dead,True,822,,,,
UM-HET3,C2019,TJL,f,JL19129,MPA,6.7,9,dead,True,930,,,,
UM-HET3,C2019,TJL,f,JL19130,MPA,6.7,9,dead,True,954,,,,
UM-HET3,C2019,TJL,f,JL19131,MPA,6.7,9,dead,True,793,,,,
UM-HET3,C2019,TJL,f,JL19132,MPA,6.7,9,dead,True,939,,,,
UM-HET3,C2019,TJL,f,JL19170,MPA,6.7,9,dead,True,862,,,,
UM-HET3,C2019,TJL,f,JL19171,MPA,6.7,9,dead,True,903,,,,
UM-HET3,C2019,TJL,f,JL19172,MPA,6.7,9,dead,True,897,,,,
UM-HET3,C2019,TJL,f,JL19173,MPA,6.7,9,dead,True,862,,,,
UM-HET3,C2019,TJL,f,JL19232,MPA,6.7,9,dead,True,992,,,,
UM-HET3,C2019,TJL,f,JL19233,MPA,6.7,9,dead,True,890,,,,
UM-HET3,C2019,TJL,f,JL19234,MPA,6.7,9,dead,True,435,,,,
UM-HET3,C2019,TJL,f,JL19235,MPA,6.7,9,dead,True,1276,,,,
UM-HET3,C2019,TJL,f,JL19352,MPA,6.7,9,dead,True,1023,,,,
UM-HET3,C2019,TJL,f,JL19353,MPA,6.7,9,dead,True,1165,,,,
UM-HET3,C2019,TJL,f,JL19354,MPA,6.7,9,dead,True,1013,,,,
UM-HET3,C2019,TJL,f,JL19355,MPA,6.7,9,dead,True,662,,,,
UM-HET3,C2019,TJL,f,JL19434,MPA,6.7,9,dead,True,905,,,,
UM-HET3,C2019,TJL,f,JL19435,MPA,6.7,9,dead,True,999,,,,
UM-HET3,C2019,TJL,f,JL19436,MPA,6.7,9,dead,True,1030,,,,
UM-HET3,C2019,TJL,f,JL19437,MPA,6.7,9,dead,True,1103,,,,
UM-HET3,C2019,TJL,f,JL19528,MPA,6.7,9,dead,True,824,,,,
UM-HET3,C2019,TJL,f,JL19529,MPA,6.7,9,dead,True,481,,,,
UM-HET3,C2019,TJL,f,JL19530,MPA,6.7,9,dead,True,1108,,,,
UM-HET3,C2019,TJL,f,JL19531,MPA,6.7,9,dead,True,750,,,,
UM-HET3,C2019,TJL,f,JL19546,MPA,6.7,9,dead,True,1034,,,,
UM-HET3,C2019,TJL,f,JL19547,MPA,6.7,9,dead,True,983,,,,
UM-HET3,C2019,TJL,f,JL19548,MPA,6.7,9,dead,True,957,,,,
UM-HET3,C2019,TJL,f,JL19549,MPA,6.7,9,dead,True,942,,,,
UM-HET3,C2019,TJL,f,JL19614,MPA,6.7,9,dead,True,967,,,,
UM-HET3,C2019,TJL,f,JL19615,MPA,6.7,9,dead,True,705,,,,
UM-HET3,C2019,TJL,f,JL19616,MPA,6.7,9,dead,True,845,,,,
UM-HET3,C2019,TJL,f,JL19617,MPA,6.7,9,dead,True,1115,,,,
UM-HET3,C2019,TJL,f,JL19699,MPA,6.7,9,dead,True,810,,,,
UM-HET3,C2019,TJL,f,JL19700,MPA,6.7,9,dead,True,954,,,,
UM-HET3,C2019,TJL,f,JL19701,MPA,6.7,9,dead,True,907,,,,
UM-HET3,C2019,TJL,f,JL19702,MPA,6.7,9,dead,True,887,,,,
UM-HET3,C2019,TJL,f,JL19774,MPA,6.7,9,dead,True,1066,,,,
UM-HET3,C2019,TJL,f,JL19775,MPA,6.7,9,dead,True,794,,,,
UM-HET3,C2019,TJL,f,JL19776,MPA,6.7,9,dead,True,815,,,,
UM-HET3,C2019,TJL,f,JL19777,MPA,6.7,9,dead,True,1058,,,,
UM-HET3,C2019,TJL,f,JL19868,MPA,6.7,9,dead,True,887,,,,
UM-HET3,C2019,TJL,f,JL19869,MPA,6.7,9,dead,True,708,,,,
UM-HET3,C2019,TJL,f,JL19870,MPA,6.7,9,dead,True,610,,,,
UM-HET3,C2019,TJL,f,JL19871,MPA,6.7,9,dead,True,711,,,,
UM-HET3,C2019,TJL,m,JL19012,MPA,6.7,9,dead,True,643,,,,
UM-HET3,C2019,TJL,m,JL19013,MPA,6.7,9,dead,True,373,,,,
UM-HET3,C2019,TJL,m,JL19014,MPA,6.7,9,dead,True,878,,,,
UM-HET3,C2019,TJL,m,JL19096,MPA,6.7,9,dead,True,967,,,,
UM-HET3,C2019,TJL,m,JL19097,MPA,6.7,9,dead,True,968,,,,
UM-HET3,C2019,TJL,m,JL19098,MPA,6.7,9,dead,True,968,,,,
UM-HET3,C2019,TJL,m,JL19148,MPA,6.7,9,dead,True,827,,,,
UM-HET3,C2019,TJL,m,JL19149,MPA,6.7,9,dead,True,767,,,,
UM-HET3,C2019,TJL,m,JL19150,MPA,6.7,9,dead,True,1140,,,,
UM-HET3,C2019,TJL,m,JL19203,MPA,6.7,9,dead,True,718,,,,
UM-HET3,C2019,TJL,m,JL19204,MPA,6.7,9,dead,True,679,,,,
UM-HET3,C2019,TJL,m,JL19205,MPA,6.7,9,dead,True,345,,,,
UM-HET3,C2019,TJL,m,JL19258,MPA,6.7,9,dead,True,918,,,,
UM-HET3,C2019,TJL,m,JL19259,MPA,6.7,9,dead,True,698,,,,
UM-HET3,C2019,TJL,m,JL19260,MPA,6.7,9,dead,True,1035,,,,
UM-HET3,C2019,TJL,m,JL19286,MPA,6.7,9,dead,True,414,,,,
UM-HET3,C2019,TJL,m,JL19287,MPA,6.7,9,dead,True,764,,,,
UM-HET3,C2019,TJL,m,JL19288,MPA,6.7,9,dead,True,903,,,,
UM-HET3,C2019,TJL,m,JL19339,MPA,6.7,9,dead,True,1044,,,,
UM-HET3,C2019,TJL,m,JL19340,MPA,6.7,9,dead,True,806,,,,
UM-HET3,C2019,TJL,m,JL19341,MPA,6.7,9,dead,True,575,,,,
UM-HET3,C2019,TJL,m,JL19405,MPA,6.7,9,dead,True,592,,,,
